comid,tocomid,water,snow,developed_op,developed_lw,developed_md,developed_hg,barren,forest_dcd,forest_evg,forest_mxd,shrub,grass,pasture,crops,wetland_wood,wetland_herb,basin,forest_scp,grass_scp,shrub_scp,water_scp,human_scp,barren_scp,ht,hmax,hrel,simpson_d
23099672,23099670,0.56,0.05,2.34,1.82,0.59,0.13,0.82,0.1,34.03,0.03,39.12,5.03,3.14,10.5,1.18,0.54,yakima,34.16,5.03,39.12,2.33,18.52,0.82,1.909854056,2.584962501,0.738832403,0.69283274
23099674,23099672,0.56,0.05,2.32,1.82,0.59,0.13,0.82,0.1,34.06,0.03,39.15,5.04,3.15,10.47,1.18,0.54,yakima,34.19,5.04,39.15,2.33,18.48,0.82,1.909609264,2.584962501,0.738737705,0.69253081
23099676,23099674,0.56,0.05,2.32,1.82,0.59,0.13,0.82,0.1,34.06,0.03,39.15,5.04,3.15,10.46,1.18,0.54,yakima,34.19,5.04,39.15,2.33,18.47,0.82,1.909556582,2.584962501,0.738717324,0.69256776
23099678,23099676,0.56,0.05,2.3,1.8,0.59,0.13,0.82,0.1,34.13,0.03,39.21,5.04,3.14,10.38,1.19,0.54,yakima,34.26,5.04,39.21,2.34,18.34,0.82,1.908627288,2.584962501,0.738357824,0.69209231
23099680,23099678,0.56,0.05,2.28,1.78,0.59,0.13,0.83,0.1,34.33,0.03,39.3,5.06,3.15,10.09,1.18,0.54,yakima,34.46,5.06,39.3,2.33,18.02,0.83,1.906255599,2.584962501,0.73744033,0.69115766
23099682,23099680,0.56,0.05,2.28,1.78,0.59,0.13,0.83,0.1,34.33,0.03,39.31,5.06,3.15,10.08,1.17,0.54,yakima,34.46,5.06,39.31,2.32,18.01,0.83,1.905790971,2.584962501,0.737260587,0.69111973
23099684,23099682,0.57,0.06,2.22,1.74,0.57,0.13,0.85,0.1,35.44,0.03,39.3,4.95,3.09,9.18,1.2,0.56,yakima,35.57,4.95,39.3,2.39,16.93,0.85,1.895686452,2.584962501,0.733351626,0.68727231
23099686,23099684,0.57,0.06,2.22,1.75,0.58,0.13,0.86,0.1,35.62,0.03,39.2,4.94,3.11,9.09,1.19,0.56,yakima,35.75,4.94,39.2,2.38,16.88,0.86,1.895067834,2.584962501,0.733112311,0.68695555
23099688,23099686,0.57,0.06,2.22,1.74,0.58,0.13,0.86,0.1,35.72,0.03,39.28,4.95,3.12,8.92,1.16,0.56,yakima,35.85,4.95,39.28,2.35,16.71,0.86,1.892256532,2.584962501,0.732024751,0.68618704
23099690,23099688,0.57,0.06,2.22,1.74,0.58,0.13,0.86,0.1,35.74,0.03,39.3,4.95,3.12,8.89,1.16,0.56,yakima,35.87,4.95,39.3,2.35,16.68,0.86,1.891858063,2.584962501,0.731870603,0.68598661
23099692,23099690,0.57,0.06,2.22,1.75,0.58,0.14,0.87,0.1,35.99,0.03,39.2,4.96,3.14,8.7,1.15,0.55,yakima,36.12,4.96,39.2,2.33,16.53,0.87,1.890344178,2.584962501,0.731284952,0.68546773
23099694,23099692,0.64,0.06,2.41,1.8,0.61,0.15,0.98,0.1,37.9,0.02,35.43,4.84,3.54,9.74,1.21,0.56,yakima,38.02,4.84,35.43,2.47,18.25,0.98,1.917453006,2.584962501,0.741772078,0.69356453
23099696,23099694,0.64,0.06,2.41,1.8,0.61,0.15,0.98,0.1,37.93,0.02,35.45,4.84,3.54,9.71,1.19,0.56,yakima,38.05,4.84,35.45,2.45,18.22,0.98,1.916364981,2.584962501,0.741351173,0.69331381
23099698,23099696,0.64,0.06,2.41,1.8,0.61,0.15,0.98,0.1,37.93,0.02,35.45,4.84,3.54,9.71,1.19,0.56,yakima,38.05,4.84,35.45,2.45,18.22,0.98,1.916364981,2.584962501,0.741351173,0.69331381
23099700,23099698,0.64,0.06,2.41,1.8,0.62,0.15,0.98,0.1,37.98,0.02,35.49,4.85,3.54,9.64,1.16,0.56,yakima,38.1,4.85,35.49,2.42,18.16,0.98,1.914821494,2.584962501,0.74075407,0.6928725
23099702,23099700,0.64,0.06,2.41,1.8,0.62,0.15,0.98,0.1,37.99,0.02,35.49,4.85,3.54,9.64,1.16,0.56,yakima,38.11,4.85,35.49,2.42,18.16,0.98,1.914769219,2.584962501,0.740733848,0.69279629
23099704,23099702,0.64,0.06,2.41,1.8,0.62,0.15,0.98,0.1,38,0.02,35.5,4.85,3.54,9.62,1.16,0.56,yakima,38.12,4.85,35.5,2.42,18.14,0.98,1.914565436,2.584962501,0.740655014,0.69272167
23099706,23099704,0.64,0.06,2.41,1.8,0.62,0.15,0.98,0.1,38,0.02,35.5,4.85,3.54,9.62,1.16,0.56,yakima,38.12,4.85,35.5,2.42,18.14,0.98,1.914565436,2.584962501,0.740655014,0.69272167
23099708,23099706,0.64,0.06,2.41,1.8,0.62,0.15,0.98,0.1,38,0.02,35.5,4.85,3.54,9.62,1.16,0.56,yakima,38.12,4.85,35.5,2.42,18.14,0.98,1.914565436,2.584962501,0.740655014,0.69272167
23099710,23099708,0.64,0.06,2.41,1.8,0.62,0.15,0.98,0.1,38,0.02,35.5,4.85,3.55,9.62,1.15,0.56,yakima,38.12,4.85,35.5,2.41,18.15,0.98,1.914274517,2.584962501,0.740542471,0.69269021
23099712,23099710,0.64,0.06,2.41,1.8,0.62,0.15,0.98,0.1,38,0.02,35.5,4.85,3.55,9.62,1.15,0.56,yakima,38.12,4.85,35.5,2.41,18.15,0.98,1.914274517,2.584962501,0.740542471,0.69269021
23099714,23099712,0.64,0.06,2.41,1.8,0.62,0.15,0.98,0.1,38.02,0.02,35.52,4.85,3.55,9.59,1.15,0.55,yakima,38.14,4.85,35.52,2.4,18.12,0.98,1.913574801,2.584962501,0.740271783,0.69250927
23099716,23099714,0.64,0.06,2.41,1.8,0.62,0.15,0.98,0.1,38.03,0.02,35.53,4.86,3.55,9.58,1.15,0.54,yakima,38.15,4.86,35.53,2.39,18.11,0.98,1.913323449,2.584962501,0.740174547,0.69239324
23099718,23099716,0.64,0.06,2.41,1.8,0.62,0.15,0.98,0.1,38.03,0.02,35.53,4.86,3.55,9.58,1.15,0.54,yakima,38.15,4.86,35.53,2.39,18.11,0.98,1.913323449,2.584962501,0.740174547,0.69239324
23099720,23099718,0.64,0.06,2.4,1.8,0.62,0.15,0.98,0.1,38.04,0.02,35.53,4.86,3.55,9.58,1.14,0.53,yakima,38.16,4.86,35.53,2.37,18.1,0.98,1.912519957,2.584962501,0.739863714,0.69236266
23099722,23099720,0.71,0.07,2.47,1.77,0.62,0.14,1.1,0.11,39.96,0.01,34.06,5.26,3.54,8.72,1.1,0.38,yakima,40.08,5.26,34.06,2.26,17.26,1.1,1.913897066,2.584962501,0.740396453,0.69016172
23099724,23099722,0.71,0.07,2.47,1.77,0.62,0.14,1.1,0.11,39.96,0.01,34.06,5.26,3.54,8.72,1.1,0.38,yakima,40.08,5.26,34.06,2.26,17.26,1.1,1.913897066,2.584962501,0.740396453,0.69016172
23099726,23099724,0.71,0.07,2.47,1.77,0.62,0.14,1.1,0.11,39.96,0.01,34.07,5.26,3.54,8.72,1.1,0.37,yakima,40.08,5.26,34.07,2.25,17.26,1.1,1.913505435,2.584962501,0.740244949,0.6900981
23099728,23099726,0.71,0.07,2.47,1.77,0.62,0.14,1.1,0.11,39.96,0.01,34.07,5.26,3.54,8.72,1.09,0.37,yakima,40.08,5.26,34.07,2.24,17.26,1.1,1.913149086,2.584962501,0.740107094,0.69010259
23099730,23099728,0.72,0.07,2.36,1.71,0.61,0.14,1.12,0.11,40.92,0.01,34.69,5.38,3.55,7.14,1.1,0.36,yakima,41.04,5.38,34.69,2.25,15.51,1.12,1.896824859,2.584962501,0.733792022,0.68365009
23099732,23099730,0.73,0.07,2.32,1.68,0.61,0.14,1.14,0.11,41.56,0.02,34.86,5.37,3.45,6.47,1.11,0.36,yakima,41.69,5.37,34.86,2.27,14.67,1.14,1.886549402,2.584962501,0.729816932,0.6796226
23099734,23099732,0.73,0.07,2.31,1.68,0.61,0.14,1.14,0.11,41.58,0.02,34.88,5.38,3.45,6.44,1.11,0.35,yakima,41.71,5.38,34.88,2.26,14.63,1.14,1.885872679,2.584962501,0.72955514,0.6794273
23099736,23099734,0.73,0.07,2.31,1.67,0.61,0.14,1.14,0.11,41.61,0.02,34.91,5.38,3.46,6.39,1.1,0.34,yakima,41.74,5.38,34.91,2.24,14.58,1.14,1.884412585,2.584962501,0.728990298,0.67912263
23099738,23099736,0.73,0.07,2.31,1.67,0.61,0.14,1.14,0.11,41.65,0.02,34.94,5.39,3.46,6.33,1.09,0.34,yakima,41.78,5.39,34.94,2.23,14.52,1.14,1.883387946,2.584962501,0.728593914,0.6787473
23099742,947030112,0.73,0.07,2.3,1.67,0.61,0.14,1.15,0.11,41.86,0.02,34.91,5.31,3.45,6.24,1.09,0.33,yakima,41.99,5.31,34.91,2.22,14.41,1.15,1.879405215,2.584962501,0.727053183,0.67760367
23099744,23099742,0.73,0.07,2.29,1.67,0.61,0.14,1.15,0.11,41.92,0.02,34.94,5.31,3.42,6.19,1.08,0.32,yakima,42.05,5.31,34.94,2.2,14.32,1.15,1.877366955,2.584962501,0.726264677,0.67715729
23099746,23099744,0.73,0.07,2.29,1.67,0.61,0.14,1.15,0.11,41.92,0.02,34.94,5.31,3.42,6.19,1.08,0.32,yakima,42.05,5.31,34.94,2.2,14.32,1.15,1.877366955,2.584962501,0.726264677,0.67715729
23099748,23099746,0.73,0.07,2.29,1.67,0.61,0.14,1.15,0.11,41.92,0.02,34.94,5.31,3.42,6.19,1.08,0.32,yakima,42.05,5.31,34.94,2.2,14.32,1.15,1.877366955,2.584962501,0.726264677,0.67715729
23099750,23099748,0.73,0.07,2.28,1.67,0.62,0.14,1.15,0.11,41.98,0.02,34.99,5.32,3.41,6.14,1.06,0.31,yakima,42.11,5.32,34.99,2.17,14.26,1.15,1.875395319,2.584962501,0.725501944,0.67647664
23099752,23099750,0.73,0.07,2.28,1.67,0.61,0.14,1.15,0.11,41.99,0.02,34.99,5.32,3.41,6.13,1.06,0.31,yakima,42.12,5.32,34.99,2.17,14.24,1.15,1.875145407,2.584962501,0.725405265,0.67644941
23099754,23099752,0.73,0.08,2.24,1.65,0.61,0.14,1.16,0.11,42.2,0.02,35.06,5.24,3.34,6.05,1.06,0.3,yakima,42.33,5.24,35.06,2.17,14.03,1.16,1.870137759,2.584962501,0.723468042,0.67486145
23099756,23099754,0.73,0.08,2.24,1.65,0.61,0.14,1.16,0.11,42.2,0.02,35.06,5.24,3.34,6.05,1.06,0.3,yakima,42.33,5.24,35.06,2.17,14.03,1.16,1.870137759,2.584962501,0.723468042,0.67486145
23099758,23099756,0.73,0.08,2.24,1.65,0.61,0.14,1.16,0.11,42.2,0.02,35.06,5.24,3.34,6.05,1.05,0.3,yakima,42.33,5.24,35.06,2.16,14.03,1.16,1.869771773,2.584962501,0.723326459,0.67486578
23099760,23099758,0.73,0.08,2.24,1.65,0.61,0.14,1.16,0.11,42.2,0.02,35.06,5.24,3.34,6.05,1.05,0.3,yakima,42.33,5.24,35.06,2.16,14.03,1.16,1.869771773,2.584962501,0.723326459,0.67486578
23099762,23099760,0.73,0.08,2.24,1.65,0.61,0.14,1.16,0.11,42.21,0.02,35.07,5.24,3.34,6.05,1.05,0.3,yakima,42.34,5.24,35.07,2.16,14.03,1.16,1.869672987,2.584962501,0.723288244,0.67471098
23099764,23099762,0.73,0.08,2.24,1.65,0.61,0.14,1.16,0.11,42.21,0.02,35.07,5.24,3.34,6.05,1.05,0.3,yakima,42.34,5.24,35.07,2.16,14.03,1.16,1.869672987,2.584962501,0.723288244,0.67471098
23099766,23099764,0.73,0.08,2.24,1.65,0.61,0.14,1.16,0.11,42.21,0.02,35.07,5.24,3.34,6.05,1.05,0.3,yakima,42.34,5.24,35.07,2.16,14.03,1.16,1.869672987,2.584962501,0.723288244,0.67471098
23099768,23099766,0.73,0.08,2.24,1.65,0.61,0.14,1.16,0.11,42.21,0.02,35.07,5.24,3.34,6.05,1.05,0.3,yakima,42.34,5.24,35.07,2.16,14.03,1.16,1.869672987,2.584962501,0.723288244,0.67471098
23099770,23099768,0.73,0.08,2.18,1.64,0.61,0.14,1.16,0.11,42.45,0.02,35.14,5.23,3.26,5.92,1.04,0.29,yakima,42.58,5.23,35.14,2.14,13.75,1.16,1.864188536,2.584962501,0.721166568,0.67297834
23099772,23099770,0.73,0.08,2.18,1.64,0.61,0.14,1.16,0.11,42.46,0.02,35.15,5.23,3.26,5.92,1.03,0.28,yakima,42.59,5.23,35.15,2.12,13.75,1.16,1.863351954,2.584962501,0.720842934,0.6728314
23099774,23099772,0.73,0.08,2.18,1.64,0.61,0.14,1.16,0.11,42.46,0.02,35.15,5.23,3.26,5.92,1.03,0.28,yakima,42.59,5.23,35.15,2.12,13.75,1.16,1.863351954,2.584962501,0.720842934,0.6728314
23099776,23099774,0.73,0.08,2.18,1.64,0.61,0.14,1.16,0.11,42.46,0.02,35.15,5.23,3.26,5.91,1.03,0.28,yakima,42.59,5.23,35.15,2.12,13.74,1.16,1.863251984,2.584962501,0.720804261,0.67285889
23099778,23099776,0.73,0.08,2.18,1.64,0.61,0.14,1.16,0.11,42.46,0.02,35.15,5.23,3.26,5.91,1.03,0.28,yakima,42.59,5.23,35.15,2.12,13.74,1.16,1.863251984,2.584962501,0.720804261,0.67285889
23099780,23099778,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.48,0.02,35.16,5.23,3.26,5.9,1.02,0.28,yakima,42.61,5.23,35.16,2.11,13.72,1.17,1.8629758,2.584962501,0.720697418,0.672675
23099782,23099780,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.48,0.02,35.16,5.23,3.26,5.9,1.02,0.28,yakima,42.61,5.23,35.16,2.11,13.72,1.17,1.8629758,2.584962501,0.720697418,0.672675
23099784,23099782,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.48,0.02,35.16,5.23,3.26,5.9,1.02,0.28,yakima,42.61,5.23,35.16,2.11,13.72,1.17,1.8629758,2.584962501,0.720697418,0.672675
23099786,23099784,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.48,0.02,35.16,5.23,3.26,5.9,1.02,0.28,yakima,42.61,5.23,35.16,2.11,13.72,1.17,1.8629758,2.584962501,0.720697418,0.672675
23099788,23099786,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.48,0.02,35.16,5.23,3.26,5.9,1.02,0.28,yakima,42.61,5.23,35.16,2.11,13.72,1.17,1.8629758,2.584962501,0.720697418,0.672675
23099790,23099788,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.48,0.02,35.16,5.23,3.26,5.9,1.02,0.28,yakima,42.61,5.23,35.16,2.11,13.72,1.17,1.8629758,2.584962501,0.720697418,0.672675
23099792,23099790,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.49,0.02,35.16,5.23,3.26,5.89,1.01,0.28,yakima,42.62,5.23,35.16,2.1,13.71,1.17,1.862441487,2.584962501,0.720490718,0.67262141
23099794,23099792,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.49,0.02,35.16,5.23,3.26,5.89,1.01,0.28,yakima,42.62,5.23,35.16,2.1,13.71,1.17,1.862441487,2.584962501,0.720490718,0.67262141
23099796,23099794,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.49,0.02,35.16,5.23,3.26,5.89,1.01,0.28,yakima,42.62,5.23,35.16,2.1,13.71,1.17,1.862441487,2.584962501,0.720490718,0.67262141
23099798,23099796,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.49,0.02,35.17,5.23,3.26,5.89,1.01,0.28,yakima,42.62,5.23,35.17,2.1,13.71,1.17,1.862406015,2.584962501,0.720476995,0.67255108
23099800,23099798,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.51,0.02,35.18,5.23,3.27,5.89,1,0.27,yakima,42.64,5.23,35.18,2.08,13.72,1.17,1.861601018,2.584962501,0.72016558,0.67229114
23099802,23099800,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.51,0.02,35.18,5.23,3.27,5.89,0.99,0.27,yakima,42.64,5.23,35.18,2.07,13.72,1.17,1.86122812,2.584962501,0.720021323,0.67229529
23099804,23099802,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.53,0.02,35.19,5.24,3.26,5.88,0.98,0.26,yakima,42.66,5.24,35.19,2.05,13.7,1.17,1.860356763,2.584962501,0.719684236,0.67210693
23099806,23099804,0.73,0.08,2.16,1.64,0.61,0.14,1.17,0.11,42.55,0.02,35.2,5.24,3.26,5.87,0.98,0.26,yakima,42.68,5.24,35.2,2.05,13.68,1.17,1.859993458,2.584962501,0.719543691,0.67192062
23099808,23099806,0.73,0.08,2.15,1.64,0.61,0.14,1.17,0.11,42.59,0.02,35.19,5.24,3.24,5.87,0.98,0.25,yakima,42.72,5.24,35.19,2.04,13.65,1.17,1.859097337,2.584962501,0.719197024,0.67173549
23099810,23099808,0.73,0.08,2.15,1.64,0.61,0.15,1.17,0.11,42.61,0.02,35.19,5.24,3.24,5.86,0.97,0.25,yakima,42.74,5.24,35.19,2.03,13.65,1.17,1.858595003,2.584962501,0.719002694,0.67156864
23099812,23099810,0.73,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.64,0.02,35.18,5.24,3.23,5.85,0.97,0.24,yakima,42.77,5.24,35.18,2.02,13.61,1.17,1.857656869,2.584962501,0.718639775,0.67149557
23099814,23099812,0.73,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.64,0.02,35.18,5.24,3.23,5.85,0.97,0.24,yakima,42.77,5.24,35.18,2.02,13.61,1.17,1.857656869,2.584962501,0.718639775,0.67149557
23099816,23099814,0.73,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.65,0.02,35.18,5.24,3.23,5.85,0.96,0.24,yakima,42.78,5.24,35.18,2.01,13.61,1.17,1.857216033,2.584962501,0.718469236,0.67141405
23099818,23099816,0.73,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.65,0.02,35.18,5.24,3.23,5.86,0.96,0.24,yakima,42.78,5.24,35.18,2.01,13.62,1.17,1.857317977,2.584962501,0.718508673,0.67138682
23099820,23099818,0.73,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.66,0.02,35.18,5.24,3.23,5.86,0.96,0.24,yakima,42.79,5.24,35.18,2.01,13.62,1.17,1.857254741,2.584962501,0.71848421,0.67130125
23099822,23099820,0.72,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.68,0.02,35.19,5.25,3.22,5.86,0.95,0.22,yakima,42.81,5.25,35.19,1.97,13.61,1.17,1.855713193,2.584962501,0.717887858,0.67109234
23099824,23099822,0.72,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.68,0.02,35.19,5.25,3.22,5.86,0.95,0.22,yakima,42.81,5.25,35.19,1.97,13.61,1.17,1.855713193,2.584962501,0.717887858,0.67109234
23099826,23099824,0.72,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.69,0.02,35.2,5.25,3.22,5.86,0.95,0.22,yakima,42.82,5.25,35.2,1.97,13.61,1.17,1.855615136,2.584962501,0.717849924,0.67093632
23099828,23099826,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.73,0.02,35.17,5.25,3.22,5.85,0.94,0.21,yakima,42.86,5.25,35.17,1.95,13.59,1.17,1.854498519,2.584962501,0.717417958,0.67086695
23099830,23099828,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,yakima,42.87,5.25,35.17,1.95,13.59,1.17,1.854435274,2.584962501,0.717393492,0.67078122
23099832,23099830,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,yakima,42.87,5.25,35.17,1.95,13.59,1.17,1.854435274,2.584962501,0.717393492,0.67078122
23099834,23099832,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,yakima,42.87,5.25,35.17,1.95,13.59,1.17,1.854435274,2.584962501,0.717393492,0.67078122
23099836,23099834,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,yakima,42.87,5.25,35.17,1.95,13.59,1.17,1.854435274,2.584962501,0.717393492,0.67078122
23099838,23099836,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,yakima,42.87,5.25,35.17,1.95,13.59,1.17,1.854435274,2.584962501,0.717393492,0.67078122
23099840,23099838,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,yakima,42.87,5.25,35.17,1.95,13.59,1.17,1.854435274,2.584962501,0.717393492,0.67078122
23099842,23099840,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,yakima,42.87,5.25,35.17,1.95,13.59,1.17,1.854435274,2.584962501,0.717393492,0.67078122
23099844,23099842,0.76,0.08,2.07,1.6,0.62,0.15,1.21,0.12,43.19,0.01,34.97,5.34,3.14,5.6,0.94,0.2,yakima,43.32,5.34,34.97,1.98,13.18,1.21,1.853054452,2.584962501,0.716859317,0.66928642
23099846,23099844,0.79,0.08,1.95,1.58,0.62,0.15,1.27,0.12,45.21,0.02,33.64,5.4,3.13,4.87,0.97,0.2,yakima,45.35,5.4,33.64,2.04,12.3,1.27,1.839901332,2.584962501,0.711770995,0.66255034
23099848,23099846,0.79,0.08,1.95,1.58,0.62,0.15,1.27,0.12,45.21,0.02,33.64,5.4,3.13,4.87,0.96,0.19,yakima,45.35,5.4,33.64,2.02,12.3,1.27,1.839144713,2.584962501,0.711478295,0.66255846
23099850,23099848,0.79,0.08,1.95,1.58,0.62,0.15,1.27,0.12,45.21,0.02,33.64,5.4,3.13,4.87,0.96,0.19,yakima,45.35,5.4,33.64,2.02,12.3,1.27,1.839144713,2.584962501,0.711478295,0.66255846
23099852,23099850,0.81,0.09,1.81,1.38,0.49,0.12,1.3,0.12,46.24,0.02,33.48,5.47,2.99,4.5,0.98,0.2,yakima,46.38,5.47,33.48,2.08,11.29,1.3,1.824879934,2.584962501,0.705959925,0.65645838
23099854,23099852,0.81,0.09,1.81,1.38,0.49,0.12,1.3,0.12,46.24,0.02,33.48,5.47,2.99,4.5,0.98,0.2,yakima,46.38,5.47,33.48,2.08,11.29,1.3,1.824879934,2.584962501,0.705959925,0.65645838
23099856,23099854,0.81,0.09,1.81,1.38,0.49,0.12,1.3,0.12,46.24,0.02,33.48,5.47,2.99,4.51,0.98,0.2,yakima,46.38,5.47,33.48,2.08,11.3,1.3,1.825012064,2.584962501,0.70601104,0.65643579
23099858,23099856,0.81,0.09,1.81,1.38,0.48,0.12,1.3,0.12,46.24,0.02,33.49,5.47,2.99,4.51,0.98,0.2,yakima,46.38,5.47,33.49,2.08,11.29,1.3,1.824855297,2.584962501,0.705950394,0.65639141
23099860,23099858,0.81,0.09,1.81,1.38,0.48,0.12,1.3,0.12,46.25,0.02,33.49,5.47,2.99,4.51,0.98,0.19,yakima,46.39,5.47,33.49,2.07,11.29,1.3,1.824407094,2.584962501,0.705777006,0.65630279
23099862,23099860,0.81,0.09,1.8,1.37,0.45,0.11,1.3,0.12,46.28,0.02,33.51,5.48,3,4.51,0.97,0.19,yakima,46.42,5.48,33.51,2.06,11.24,1.3,1.823339336,2.584962501,0.705363941,0.65599619
23099864,23099862,0.8,0.09,1.8,1.36,0.44,0.11,1.3,0.12,46.3,0.02,33.53,5.48,3,4.51,0.97,0.19,yakima,46.44,5.48,33.53,2.05,11.22,1.3,1.82250256,2.584962501,0.705040232,0.65572542
23099866,23099864,0.8,0.09,1.8,1.36,0.44,0.11,1.3,0.12,46.3,0.02,33.53,5.48,3,4.51,0.97,0.19,yakima,46.44,5.48,33.53,2.05,11.22,1.3,1.82250256,2.584962501,0.705040232,0.65572542
23099868,23099866,0.8,0.09,1.8,1.36,0.44,0.11,1.3,0.12,46.3,0.02,33.53,5.48,3,4.51,0.97,0.19,yakima,46.44,5.48,33.53,2.05,11.22,1.3,1.82250256,2.584962501,0.705040232,0.65572542
23099870,23099868,0.8,0.09,1.79,1.34,0.42,0.11,1.3,0.12,46.33,0.02,33.55,5.48,3,4.51,0.96,0.19,yakima,46.47,5.48,33.55,2.04,11.17,1.3,1.821191244,2.584962501,0.704532945,0.65542857
23099872,23099870,0.8,0.09,1.79,1.34,0.42,0.11,1.3,0.12,46.33,0.02,33.55,5.48,3,4.51,0.96,0.19,yakima,46.47,5.48,33.55,2.04,11.17,1.3,1.821191244,2.584962501,0.704532945,0.65542857
23099874,23099872,0.8,0.09,1.78,1.33,0.41,0.11,1.3,0.12,46.35,0.02,33.55,5.48,3,4.51,0.96,0.19,yakima,46.49,5.48,33.55,2.04,11.14,1.3,1.820645148,2.584962501,0.704321687,0.65530958
23099876,23099874,0.8,0.09,1.78,1.33,0.41,0.11,1.3,0.12,46.35,0.02,33.54,5.48,3,4.51,0.96,0.19,yakima,46.49,5.48,33.54,2.04,11.14,1.3,1.82066964,2.584962501,0.704331161,0.65537667
23099878,23099876,0.8,0.09,1.78,1.33,0.41,0.11,1.3,0.12,46.35,0.02,33.54,5.48,3,4.51,0.96,0.19,yakima,46.49,5.48,33.54,2.04,11.14,1.3,1.82066964,2.584962501,0.704331161,0.65537667
23099880,23099878,0.8,0.09,1.78,1.33,0.41,0.11,1.3,0.12,46.37,0.02,33.54,5.49,3,4.51,0.96,0.19,yakima,46.51,5.49,33.54,2.04,11.14,1.3,1.820763218,2.584962501,0.704367362,0.6551797
23099882,23099842,0.01,0,3.35,2.22,0.29,0.07,0.3,0.04,33.4,0.03,39.26,3.51,4.82,11.22,0.99,0.5,yakima,33.47,3.51,39.26,1.5,21.97,0.3,1.82403183,2.584962501,0.705631834,0.68410705
23099884,23099882,0.01,0,3.35,2.22,0.28,0.07,0.3,0.04,33.4,0.03,39.27,3.51,4.82,11.22,0.99,0.5,yakima,33.47,3.51,39.27,1.5,21.96,0.3,1.823948035,2.584962501,0.705599418,0.68407245
23099886,23099884,0.01,0,2.19,1.88,0.14,0.04,0.34,0.04,37.39,0.03,42.25,3.68,3.3,7.17,1.08,0.48,yakima,37.46,3.68,42.25,1.57,14.72,0.34,1.759920144,2.584962501,0.680830048,0.65788846
23099888,23099886,0.01,0,2.07,1.86,0.13,0.04,0.34,0.04,38.34,0.03,42.17,3.77,3.33,6.41,1.04,0.41,yakima,38.41,3.77,42.17,1.46,13.84,0.34,1.745647174,2.584962501,0.67530851,0.65383573
23099890,23099888,0.01,0,1.87,1.88,0.13,0.04,0.36,0.05,39.95,0.03,43.02,3.92,3.1,4.27,1.06,0.33,yakima,40.03,3.92,43.02,1.4,11.29,0.36,1.706108213,2.584962501,0.660012752,0.64019586
23099892,23099890,0.01,0,1.85,1.92,0.14,0.04,0.37,0.05,41.01,0.04,43.11,3.99,3.02,3.08,1.08,0.31,yakima,41.1,3.99,43.11,1.4,10.05,0.37,1.685164923,2.584962501,0.651910781,0.63332984
23099894,23099892,0.01,0,1.87,2.12,0.15,0.04,0.41,0.05,45.44,0.04,41.47,4.36,2.74,0.04,1.11,0.16,yakima,45.53,4.36,41.47,1.28,6.96,0.41,1.621052719,2.584962501,0.627108795,0.61380005
23099896,23099894,0.01,0,1.86,2.14,0.15,0.04,0.41,0.05,45.89,0.04,40.98,4.4,2.77,0.03,1.07,0.15,yakima,45.98,4.4,40.98,1.23,6.99,0.41,1.619988139,2.584962501,0.626696959,0.61365781
