comid,logQ_m3_div_s,logRT_vertical_hz_s_fill,junk,doc,logq_hz_vertical_m_div_s_fill,logw_m,LengthKM,no3,do
23103862,-3.401827024,5.728553824,0.079398339,0.781818182,-7.661543506,-0.332856637,1.963,0.798420107,10.24543347
23103864,-1.592748575,4.064180731,0.248708736,0.781818182,-4.900071204,0.077908091,2.093,0.228055617,10.69584182
23103866,-3.085557088,6.055680704,0.420665232,3.86517398,-7.2915791,-0.173358481,0.205,3.208502127,10.0232797
23103868,-2.831951775,5.152887874,0.365019743,0.781818182,-6.432620692,-0.199365554,2.858,0.832928149,10.87922144
23103870,-1.652532566,4.95083421,1.058763762,0.781818182,-5.661065647,0.124870092,0.747,0.642680496,10.54796159
23103872,-1.551005863,5.248146358,1.404999538,0.781818182,-5.826172964,0.286690558,3.179,0.638686802,10.43387664
23103874,-1.340051582,4.951426353,1.226223439,0.781818182,-5.554111371,0.203135843,5.963,0.581101738,10.66807344
23103876,-3.54795506,5.390085259,0.03666881,0.781818182,-6.963371105,-0.352827168,1.137,0.890190544,10.22765349
23103878,-0.790710961,3.718815464,1.085797019,0.781818182,-4.072315715,0.504436822,0.809,0.230341995,10.73099122
23103880,-1.623675827,5.204681176,1.142214211,0.781818182,-5.871245427,0.163872389,0.374,0.656829039,10.65678659
23103882,-1.586534018,5.168574265,1.272451977,0.781818182,-5.824546174,0.224741708,1.144,0.645050618,10.46998811
23103884,-3.54795506,6.150730133,0.072837875,4.408115337,-9.238471985,-0.335922806,0.885,0.975476405,9.244094339
23103886,-3.434011766,5.433292124,0.083610105,0.781818182,-7.04383157,-0.330888181,1.974,1.146379202,10.27636462
23103888,-1.503023565,5.458952896,1.553961872,0.781818182,-5.998785675,0.356311193,0.623,0.655012935,10.48560127
23103890,-3.54795506,5.841017161,0.078746734,4.408352068,-7.279014256,-0.333161178,0.041,0.971506509,9.212361822
23103892,-2.823679234,5.995812261,0.725756499,2.215887876,-7.101823517,-0.030767754,0.714,1.138586634,9.847275069
23103894,-3.506562444,5.849752049,0.092860943,4.406905733,-7.232102384,-0.32656461,0.063,0.966233841,9.143923441
23103896,-2.968171503,6.060289488,0.531389494,3.959989425,-7.246416941,-0.121609202,0.307,3.16126946,10.02918011
23103900,-3.54795506,6.002508868,0.013427127,0.781818182,-8.366531544,-0.36368965,1.002,0.994361498,10.45747877
23103902,-3.593712635,6.045613003,-0.044889769,0.781818182,-8.119186408,-0.39094526,1.173,1.054365906,10.50944994
23103904,-1.740420084,4.96677852,0.913379341,0.781818182,-5.7251596,0.05692167,4.907,0.64417392,10.55080424
23103906,-2.762625288,5.708194745,0.78885393,0.781818182,-6.784098187,-0.001277862,0.821,1.247353829,10.53851555
23103908,-1.716725418,4.241752033,0.113508841,0.781818182,-5.157272219,0.009018536,2.366,0.288690824,9.992627836
23103910,-3.317506183,6.0147165,0.2974541,3.151991942,-7.305394801,-0.230943758,0.699,1.708728302,10.00353126
23103912,-3.343835173,5.9587767,0.170408412,4.039258835,-8.229147988,-0.290321193,2.207,3.273750466,9.755207233
23103914,-1.207907795,4.023907559,0.982406929,0.781818182,-4.69541976,0.089183144,1.451,0.313448817,9.748676021
23103916,-1.638399083,6.936513742,1.922870199,2.681991217,-7.399027104,0.528728145,1.85,1.587997336,10.04937689
23103918,-3.434011766,5.85072009,0.084254459,0.781818182,-8.026872146,-0.330587029,1.828,0.783046003,10.6409336
23103920,-2.634141263,6.394685091,0.91840782,1.693219349,-7.356547324,0.059271834,0.79,2.008211793,9.540327319
23103922,-3.848985209,5.754131318,-0.289121382,1.689243711,-8.397940009,-0.505091967,0.946,1.614131922,9.67367584
23103924,-3.269201499,6.317852087,0.314646564,4.405732258,-8.091514981,-0.222908503,1.591,1.138809122,8.424482048
23103926,-2.823679234,6.686368942,0.742976368,4.036216543,-8.41915226,-0.022719691,0.588,1.225188146,8.931722248
23103928,-1.251728824,3.835120708,0.762926019,1.332187457,-4.608336386,-0.013395809,1.356,0.156611136,10.10970636
23103932,-3.150015082,6.333892345,0.413333299,4.078923679,-8.989650726,-0.176785212,1.642,1.258279788,9.698872814
23103934,-3.246925141,5.98768652,0.259163671,3.898514572,-8.27572413,-0.248839583,2.382,3.540797765,9.559835772
23103936,-3.269201499,6.054525423,0.279758173,3.80957387,-10,-0.239214316,1.722,4.867635779,9.332384634
23103938,-1.452088659,3.516854541,0.657791808,0.782418851,-4.342985659,-0.062532461,0.519,0.322500638,9.918280045
23103940,-3.371863852,5.978234344,0.174612142,3.047987315,-8.552841969,-0.288356493,1.822,5.453869604,9.863066715
23103942,-2.598565113,6.207046772,0.931920397,1.863982477,-7.160521953,0.065587217,1.548,5.297097402,9.299600358
23103944,-1.037142101,3.766943432,1.050387491,0.781818182,-4.41103911,0.120955268,1.039,0.239542094,10.48761358
23103946,-1.942650065,4.216581648,0.257006218,0.781818182,-5.265074828,-0.249847914,2.148,0.299509127,10.29477861
23103948,-3.116591324,6.107969284,0.481227578,3.572921544,-8.399705887,-0.145053414,0.536,1.960726426,9.311778364
23103950,-2.748614571,6.013467141,0.801012463,1.206125979,-7.075204004,0.00440468,0.589,1.293874234,10.54710056
23103952,-1.4971888,3.981841243,0.610915555,0.800163578,-4.829642345,-0.084441049,1.508,0.326911921,9.990886546
23103954,-0.719424105,3.914945936,1.155585002,0.781818182,-4.239296422,0.539996488,1.3,0.235699916,10.6703688
23103956,-3.225735802,6.174716067,0.370883017,3.776520409,-7.432973634,-0.196625231,0.697,1.632614371,9.862284154
23103958,-1.538929369,4.39341302,0.6164335,0.781818182,-5.252799819,-0.081862123,3.608,0.304595036,10.73986572
23103960,-2.991652602,6.326675477,0.607261961,3.651511585,-7.4867824,-0.086148633,0.969,1.885278144,9.201346471
23103962,-1.607936957,6.936513742,1.953164121,2.809453776,-7.394694954,0.542886638,0.677,1.485649113,9.991486732
23103964,-3.070833856,5.837148957,0.444622429,0.781818182,-7.643974143,-0.162161588,2.511,1.293143771,10.7350541
23103966,-2.831951775,6.015432715,0.675970708,0.781818182,-7.823908741,-0.054036175,3.743,1.02663617,10.66695489
23103968,-2.968171503,5.925643477,0.538686817,0.781818182,-7.73754891,-0.118198647,3.061,1.28506787,10.45869695
23103970,-3.003887081,5.876716366,0.229553864,0.781818182,-7.928117993,-0.26267834,2.108,0.560844638,9.253374778
23103972,-2.360434389,4.117724125,-0.18124641,0.824190314,-5.382929768,-0.454674362,1.717,0.283673573,10.29763872
23103974,-3.702857129,5.888675213,-0.131943638,1.548877307,-8.976986885,-0.43163169,1.019,4.483031629,8.907806058
23103976,-1.985662248,4.089123596,0.184435888,0.838251601,-5.165469784,-0.283765161,1.671,0.246950854,10.4415375
23103978,-3.150015082,5.961683332,0.409239727,0.781818182,-7.211124884,-0.178698428,1.425,1.024166235,10.54700666
23103980,-3.085557088,5.753355505,0.479416937,1.089765375,-6.962573502,-0.145899654,0.767,1.165439146,10.47668177
23103984,-3.702857129,5.955592155,-0.108741383,1.47898634,-8.297561646,-0.420787636,0.064,4.41554783,8.934431407
23103986,-2.093110251,4.186743078,0.099438916,0.781818182,-5.307958079,-0.323490258,1.983,0.32379301,9.899144501
23103990,-3.702857129,5.863232295,-0.149782758,3.793062368,-8.638272164,-0.439969173,1.196,2.396011636,9.451444562
23103992,-3.702857129,5.906076908,-0.102262975,1.479751671,-7.806901932,-0.417759817,0.035,4.391040265,8.936169341
23103994,-1.921614745,4.455808113,0.342165976,0.781818182,-5.450936107,-0.210046735,3.159,0.333620163,10.83244955
23103998,-3.317506183,5.82268543,0.204418458,0.781818182,-7.586700236,-0.274425893,2.8,1.143187831,9.837497738
23104000,-1.485373128,5.437072758,1.600959834,0.781818182,-5.942714356,0.378276664,1.711,0.660696776,10.45176483
23104002,-3.205532449,6.090259867,0.345706921,1.764012928,-9.301029996,-0.208391801,2.064,1.190250403,10.0347982
23104004,-3.593712635,5.964163254,-0.037583307,2.935504423,-8.124938737,-0.387530434,0.819,1.773616468,9.724979966
23104006,-1.478287015,5.330289131,1.618602384,0.781818182,-5.799149502,0.386522276,0.233,0.668559182,10.44757804
23104008,-2.75556342,6.608068943,0.761777538,1.659085478,-8.382139206,-0.013932575,0.669,1.255234112,9.092474841
23104010,-3.702857129,5.883584499,-0.105241006,2.755514647,-8.241252899,-0.419151662,1.695,2.761470006,9.940641788
23104012,-2.613456662,6.0365791,0.893112331,0.781818182,-7.041436117,0.047449463,0.573,1.115823625,10.72074913
23104014,-3.945895068,5.663986206,-1.723538196,0.781818182,-8.50304985,-1.175496395,0.101,0.312315592,10.2066893
23104016,-2.894742597,6.094943933,0.654513447,1.078775905,-7.723538196,-0.064064671,5.198,3.302005566,10.0337362
23104018,-3.644865073,5.889016628,-0.096367484,2.528634687,-8.25521946,-0.415004437,1.864,3.73667912,9.054547515
23104020,-3.644865073,5.831297398,-0.08149786,2.962959738,-7.537529469,-0.408054811,0.145,2.776740497,9.905370163
23104022,-3.186227257,6.047963084,0.3730408,1.8388868,-8.346787486,-0.195616747,2.437,3.050744531,10.21750839
23104024,-3.644865073,5.924929924,-0.049683836,4.416772874,-8.958607315,-0.393185867,1.185,3.24118687,9.632959825
23104026,-2.935171259,6.817658424,0.613873521,3.848120587,-8.834978104,-0.083058583,3.089,1.595182558,7.868382353
23104028,-2.968171503,6.145456791,0.530929315,0.781818182,-8.356001854,-0.121824277,3.453,1.058263221,10.36395061
23104030,-0.583459773,3.361986928,1.308543072,0.781818182,-3.611572614,0.617934518,0.356,0.269570403,10.9268524
23104036,-2.696696765,6.316705729,0.897539124,3.629010526,-7.326979093,0.049518416,1.316,1.823821809,10.16247534
23104038,-1.593712603,6.936513742,1.966940569,2.537305547,-7.603800653,0.549325346,3.56,1.50141612,9.9423444
23104040,-3.29268264,6.166779041,0.29249974,3.2645239,-9.370218277,-0.23325928,1.007,1.819348098,9.466178075
23104042,-3.100797083,5.989730789,0.415891078,3.908932247,-7.642065153,-0.175589781,1.628,2.909654092,9.866687916
23104044,-2.815561357,6.407365719,0.706367817,3.535731699,-7.55129368,-0.039829457,1.723,4.128950232,9.787769019
23104046,-1.836991994,4.55097248,0.616811476,0.781818182,-5.444481584,-0.081685468,2.823,0.492079456,10.93822779
23104048,-2.269201507,4.392865353,0.186476031,0.781818182,-5.512983158,-0.282811658,1.932,0.415158223,10.79347625
23104050,-0.640973959,3.474590836,1.246697956,0.781818182,-3.74800201,0.586422048,0.456,0.277691516,10.97356313
23104052,-2.866713886,5.618883853,0.636928988,0.781818182,-7.013228266,-0.072283133,3.459,1.218758081,10.42613626
23104054,-3.246925141,5.809331252,0.268320501,0.781818182,-7.488116639,-0.244559949,3.173,1.168678246,10.12952955
23104056,-2.498737092,6.098370394,1.03702788,1.975836737,-6.992679047,0.114711377,1.536,4.873174261,9.522218154
23104058,-2.848985117,6.319926735,0.660106222,3.66885101,-7.534617149,-0.061450772,1.985,2.908319223,10.01123651
23104060,-2.623675828,6.313325203,0.894460065,3.656391763,-7.274088368,0.048079354,0.313,3.193011092,9.914818275
23104062,-1.812356214,4.03225145,0.273140224,1.064769401,-5.048504772,-0.242307351,1.731,0.300352866,10.29213608
23104064,-1.906481002,4.46171085,0.455849432,0.781818182,-5.416797192,-0.156914416,2.679,0.432873729,10.64467183
23104068,-1.764051533,4.0221538,0.332276832,0.781818182,-5.000370678,-0.214668632,1.626,0.28243482,10.54145316
23104070,-2.991652602,6.260074691,0.566178134,2.371423284,-7.437707136,-0.10535001,1.055,1.603412391,9.909375313
23104072,-3.468773814,6.031149065,0.08905688,2.428763982,-7.853871964,-0.328342518,1.073,2.012372989,9.30895004
23104076,-3.506562444,6.078529767,0.098193626,0.781818182,-8.494850022,-0.32407227,2.148,1.338876146,9.818586042
23104080,-3.269201499,5.946333489,0.288092655,2.792168123,-7.241088108,-0.235319023,0.847,2.925725378,9.458017981
23104082,-1.605451006,4.218264449,0.347115255,1.226222455,-5.009502397,0.128050004,2.355,0.143842647,10.36830281
23104084,-3.371863852,5.857104778,0.1392177,0.781818182,-8.05012989,-0.304898819,2.045,1.060696788,9.443647612
23104086,-2.126351185,6.478999156,1.361684404,0.781818182,-7.139661993,0.266446333,1.242,0.742448049,10.08549472
23104088,-2.096168676,3.992029459,0.012668534,0.781818182,-5.131628517,-0.364044194,1.439,0.309088744,10.73498145
23104090,-2.502632129,6.416943908,1.055955223,2.500052913,-7.304518324,0.123557464,2.122,1.793097594,9.564155006
23104092,-2.848985117,6.122438493,0.697987388,1.983309863,-7.241088108,-0.043746224,1.093,2.37007167,10.02810514
23104094,-0.749166398,4.510118945,1.13373685,0.781818182,-4.839509364,0.528864013,4.949,0.288556365,10.9124884
23104096,-1.541061405,4.096493168,0.517129891,0.819506496,-4.98820313,-0.128273724,2.17,0.257454764,10.66020355
23104098,-3.371863852,5.903173049,0.143732823,0.781818182,-7.91721463,-0.302788582,2.418,0.975984649,9.5224079
23104100,-2.672893847,6.052504706,0.829593206,0.781818182,-7.067526235,0.017762483,0.671,1.207830918,10.15136839
23104102,-3.167743882,6.017187834,0.377488383,3.354480139,-7.653647026,-0.193538076,4.884,5.310472823,8.965115874
23104104,-3.54795506,5.907809323,0.004235366,1.695085673,-8.292429824,-0.36798561,1.634,7.196268999,8.250274441
23104106,-3.070833856,6.07391437,0.480969377,2.882657087,-7.282329497,-0.145174089,1.077,2.471714183,10.11615923
23104108,-2.307405864,3.870650145,-0.209433375,0.781818182,-5.123488863,-0.467848125,1.1,0.320924608,10.56851332
23104110,-1.512125287,3.765553093,0.580993363,0.781818182,-4.626391184,-0.098425806,0.942,0.308157695,10.52595924
23104112,-1.670583767,4.003520268,0.416490725,0.781818182,-4.940471756,-0.175309524,1.606,0.31887159,10.43668143
23104114,-3.371863852,5.975193265,0.173565018,3.986492734,-7.70333481,-0.288845888,4.135,2.614085125,9.367252904
23104116,-1.668285907,4.05451208,0.794787697,0.781818182,-4.853328587,0.001495407,0.883,0.456541618,10.92598953
23104118,-3.167743882,6.518842825,0.380102655,3.30843672,-7.76700389,-0.192316243,0.069,5.298084059,8.960825071
23104120,-3.371863852,5.971702987,0.175395831,4.35642394,-7.316952962,-0.287990219,0.058,2.610546855,9.363305088
23104124,-3.769803809,6.039363384,-0.162096055,4.420569311,-9.259097099,-0.445724047,0.738,1.918699914,8.876490295
23104126,-3.02944119,6.286416054,0.525018878,4.075152148,-8.694018364,-0.124586642,1.959,2.154628779,8.776204441
23104128,-3.644865073,5.884706517,-0.075410614,3.960919275,-8.008773924,-0.40520981,1.849,4.597388394,9.007101052
23104130,-2.374768848,6.199208351,1.141452909,3.716255082,-7.021363052,0.163516579,1.261,2.682095925,10.09462166
23104132,-1.587484335,4.657802893,0.240024783,0.781818182,-5.486476104,0.073483283,0.519,0.241849124,11.183828
23104134,-3.434011766,6.040088177,0.118892725,2.832060036,-9.438898087,-0.314398117,0.998,3.019787932,9.371653892
23104138,-3.246925141,5.7622146,0.225154149,0.781818182,-7.675717545,-0.264734638,2.141,0.805211181,10.19118256
23104140,-1.940500088,5.353644449,0.940835116,0.781818182,-6.130951898,0.069753695,7.653,0.49665109,10.51640999
23104142,-2.341129236,6.324681146,1.175134759,3.700812714,-7.122628654,0.17925849,0.234,2.709407355,10.05177321
23104144,-3.434011766,6.104411602,0.115310895,3.890623604,-9.387525558,-0.31607216,0.921,2.256773827,9.210197596
23104146,-3.702857129,6.90139246,-0.155895769,4.398020217,-8.935210228,-0.442826215,0.054,8.3162,7.868382353
23104148,-1.918545515,6.550701562,1.018288472,0.781818182,-7.459670525,0.105953127,0.109,0.512539615,10.53098956
23104150,-1.609936014,4.980563359,0.483416113,0.781818182,-6.116111542,-0.144030557,1.042,0.301326535,10.16099039
23104152,-1.724480884,6.936513742,1.831268125,4.050594371,-7.795880017,0.485916018,0.58,1.810238678,9.167580001
23104154,-3.434011766,5.840063129,0.126261319,4.318762192,-7.207608311,-0.310954252,0.055,2.186643104,9.233777845
23104156,-3.132981771,6.05354979,0.438827039,3.715966681,-7.946921557,-0.164870184,2.139,2.88703981,8.723050618
23104158,-3.434011766,6.22215271,0.126261319,4.318762192,-8.33944416,-0.310954252,0.039,2.176516274,9.233777845
23104160,-1.52759383,4.085741432,0.417836912,1.081427382,-5.00632878,-0.174680355,2.594,0.188755102,10.02508863
23104162,-1.4801406,4.020484305,0.416041067,0.781818182,-4.770417197,0.163170361,1.684,0.218877046,10.4893159
23104164,-1.401516976,5.10052808,0.690320146,0.781818182,-6.079772289,-0.047329668,0.289,0.298368057,10.02202441
23104166,-1.512525373,4.270149131,0.539364696,0.781818182,-5.13523335,-0.117881827,3.175,0.306899822,10.12392645
23104168,-1.32342205,4.148817554,0.516059174,0.781818182,-4.822065352,0.21413344,2.446,0.317953941,10.97936751
23104170,-3.848985209,5.995660782,-0.293709043,4.419128748,-8.770847321,-0.507236105,1.118,1.607120251,9.467188101
23104172,-1.846387128,3.842156649,0.046963154,0.781818182,-5.645537853,-0.024889055,0.151,0.259304854,10.89314374
23104174,-1.844663735,4.314906684,0.246276945,0.781818182,-5.332761913,-0.254862461,2.621,0.305466853,9.682908952
23104176,-2.561183381,6.43531353,0.939219636,0.781818182,-7.350665141,0.068998667,1.203,1.144247624,9.90880072
23104178,-3.132981771,4.841887739,-1.246416941,0.781818182,-6.706637445,-0.683916043,0.183,0.313973303,9.746003646
23104180,-2.956890512,6.280661253,0.617660722,3.652040927,-8.301029996,-0.081288556,1.739,1.781772342,9.549169875
23104182,-3.593712635,6.159642696,0.015694989,3.584312206,-9.550228119,-0.362629718,0.54,2.13482076,9.547906469
23104184,-2.956890512,6.169964266,0.623466383,4.077946787,-7.322393047,-0.07857516,0.105,1.768850574,9.550805428
23104186,-2.848985117,6.825052261,0.699239183,3.341511577,-8.772116661,-0.043161171,3.832,2.275381226,8.95178619
23104190,-2.848985117,6.468340316,0.706675119,4.117375628,-7.684029655,-0.039685833,1.569,2.122798818,8.775001559
23104192,-3.317506183,6.116499424,0.255055304,3.462427122,-9.432620049,-0.250759714,1.382,4.917935122,9.068640212
23104194,-3.848985209,6.55339098,-0.271971046,4.406732325,-9.025322914,-0.497076401,0.362,1.369378273,7.868382353
23104196,-2.444151393,6.364276998,1.091564966,2.094302947,-7.227678293,0.140200415,1.711,3.228371281,9.66092544
23104198,-3.769803809,5.911112186,-0.222283261,3.119719493,-9.698970004,-0.473853786,1.084,1.833078457,10.19714347
23104200,-1.238537886,4.284222361,0.818516206,0.900308378,-5.02929765,0.012585418,3.473,0.230201596,10.48265507
23104202,-3.02944119,6.074918527,0.525601902,3.922554187,-8.022276395,-0.124314153,2.314,2.994500027,9.731273817
23104204,-2.588913726,6.315976019,0.90993026,0.781818182,-7.350665141,0.05530967,1.47,0.844609268,10.06497388
23104206,-3.016476188,6.140627978,0.543968766,2.696453581,-8.958607315,-0.115730019,1.451,2.004916113,9.33569802
23104208,-3.225735802,5.021792871,0.124504225,0.781818182,-6.48704892,-0.311775466,1.943,0.540604863,9.371190251
23104210,-1.623159116,3.864818127,0.204418458,0.781818182,-4.730680708,0.055340488,1.385,0.240224393,11.2064031
23104212,-2.885197295,6.284811302,0.692150433,4.127681862,-7.40560745,-0.046474246,1.038,1.754841904,9.528665762
23104214,-2.483497123,6.491424807,1.073861259,2.889408699,-7.364516253,0.131926221,1.266,1.775260893,9.550239105
23104216,-3.016476188,6.668609957,0.545641061,3.247806201,-7.821023053,-0.114948437,0.06,1.992250077,9.336087637
23104218,-3.132981771,6.143497299,0.425827564,2.972749006,-8.698970004,-0.170945759,1.07,2.121590584,9.225820901
23104220,-3.317506183,6.114054392,0.238447577,4.341900432,-7.530177984,-0.258521679,1.01,1.847616505,9.370728861
23104222,-1.728411175,6.936513742,1.827563111,3.724295644,-7.603800653,0.484184403,2.069,1.814089177,9.171267532
23104224,-3.016476188,6.748553944,0.548856019,3.256718759,-7.89279003,-0.11344586,0.046,1.974054762,9.342110786
23104226,-1.061808115,4.915874489,1.22485148,0.781818182,-5.48429596,0.20249463,9.65,0.307778492,10.4835039
23104228,-2.840384929,6.158286095,0.7193893,2.372402699,-8.002627373,-0.033743597,0.022,2.761718618,9.706137912
23104232,-3.644865073,6.072124261,-0.061680457,3.574990086,-8.958607315,-0.398792736,1.775,2.222614436,9.57216059
23104234,-2.593712601,6.800640106,0.959294259,2.164852283,-8.612028122,0.078380959,1.811,4.690910127,9.774055241
23104236,-2.322645833,6.439823131,1.158769452,0.781818182,-7.236572006,0.171609825,4.231,0.715285599,10.02162804
23104238,-2.502632129,6.720398657,1.07323431,3.744926252,-7.586700236,0.131633203,3.449,1.848483481,9.197808461
23104240,-3.593712635,5.973006725,-0.028724151,4.403055073,-8.880818367,-0.383389924,0.305,2.257165051,7.88329687
23104242,-2.178739255,6.896237014,1.381907104,3.291037789,-7.557520231,0.275897831,1.37,1.816506464,9.477647336
23104244,-2.715446192,6.238724847,0.838867973,1.980064105,-7.259637311,0.022097238,1.457,1.934952937,9.650100519
23104246,-1.984474025,6.923214977,1.571641296,3.449398129,-7.48148606,0.364574038,1.742,1.876194624,9.246307432
23104248,-1.980928746,6.329641342,1.57436815,3.384860158,-7.439517975,0.365848489,0.44,1.877128308,9.232600994
23104250,-2.715446192,6.253849668,0.84011237,2.511931127,-7.278189385,0.022678833,0.049,1.926652883,9.645634911
23104252,-1.285741407,4.231490681,0.591932329,0.781818182,-4.871451779,0.252793735,2.757,0.244112575,10.9046487
23104254,-1.826144495,6.936513742,1.732227248,3.689855013,-7.630784143,0.439627211,1.841,1.83675791,9.296832987
23104256,-2.672893847,6.073791609,0.881612872,2.695113583,-7.085656843,0.042074952,0.041,1.882139103,9.513421939
23104258,-3.05659344,6.084200988,0.516297339,3.657188662,-7.276544328,-0.128662834,1.183,2.893768106,8.654759814
23104260,-2.325238639,6.092268944,1.209659755,0.781818182,-7.962967396,0.195394462,0.273,1.7774998,9.737594477
23104262,-1.10736085,5.393053523,1.010461091,0.781818182,-6.233735909,0.102294838,1.579,0.280875516,9.995676148
23104264,-2.848985117,6.218242047,0.709583693,2.99178798,-7.623423043,-0.03832645,1.613,1.934096828,9.512765086
23104266,-1.400588004,4.852614918,0.684055017,0.781818182,-5.824372236,-0.050257806,3.824,0.325041085,9.193702968
23104268,-2.979753398,6.137164526,0.576456532,3.696268856,-7.310691141,-0.100546188,0.447,2.979263262,9.742542796
23104270,-3.593712635,6.021545983,-0.008330993,3.555686182,-7.441291429,-0.373858758,0.361,2.107922904,9.646737509
23104272,-2.894742597,6.280565983,0.65856465,3.858952555,-7.416801226,-0.062171257,0.361,1.941109136,9.34752315
23104274,-2.411234543,5.786616089,1.12553006,2.266730357,-6.648396928,0.156074706,0.796,2.507071204,9.710447675
23104276,-3.468773814,6.039895217,0.100060224,4.415698296,-8.677780705,-0.323199877,1.08,1.606483447,9.313505023
23104278,-2.333111268,6.595725555,1.229715111,2.864495151,-7.367542708,0.204767748,0.457,1.758736491,9.619367875
23104280,-2.866713886,6.233163615,0.67464991,3.386728604,-7.36251027,-0.054653478,1.853,2.836168263,9.106944185
23104282,-2.292682606,5.990192829,1.228076827,3.598013705,-6.767766479,0.204002063,2.492,2.384336821,10.0684178
23104284,-2.885197295,6.312912249,0.660960292,3.862156311,-7.431798276,-0.061051605,0.064,1.930129173,9.343259912
23104286,-3.317506183,6.015426829,0.237995893,3.960218268,-7.866461092,-0.258732783,1.935,1.64091691,7.990860614
23104288,-2.807592412,6.213031815,0.756126217,2.686692612,-7.294992041,-0.016573837,0.86,2.650749774,9.586385123
23104290,-2.885197295,6.218264103,0.660960292,3.394933156,-7.24805975,-0.061051605,0.044,1.924398133,9.343259912
23104292,-2.894742597,6.105628902,0.582017885,0.781818182,-8.214670165,-0.097946975,3.414,0.767348817,9.961817565
23104294,-3.593712635,5.815222169,-0.018815863,0.781818182,-7.93930216,-0.37875908,1.545,1.354045554,10.22237327
23104296,-2.227808829,6.66766766,1.335285352,3.514589417,-7.388276692,0.254108189,0.269,1.795719575,9.589381101
23104298,-2.383602256,6.535562887,1.118387092,0.781818182,-7.375717904,0.152736291,2.107,0.844744867,9.994972272
23104300,-3.343835173,5.927413785,0.224688417,2.507650377,-7.447331784,-0.264952307,1.775,2.532520293,8.494721578
23104302,-2.186227277,5.442004799,1.337069719,3.458507833,-6.168386145,0.25494215,0.365,2.427385304,9.927680583
23104304,-3.05659344,6.339082718,0.524902179,3.949651149,-8.648796082,-0.124641183,1.433,1.950751634,9.242852734
23104306,-2.242603743,6.787049643,1.321076218,3.483846857,-7.488116639,0.247467255,0.854,1.802685699,9.623776961
23104310,-2.211495379,6.713428262,1.35068597,3.151385192,-7.428291168,0.261305987,0.578,1.801753784,9.555330518
23104312,-2.217541337,6.731106821,1.344028572,3.532903834,-7.425968732,0.258194514,0.681,1.800414142,9.572686882
23104316,-3.116591324,6.323525906,0.441097865,0.781818182,-8.736918449,-0.163808867,2.58,1.785142165,8.995757768
23104318,-3.269201499,6.079049573,0.275426537,0.781818182,-8.187086643,-0.241238796,3.055,1.359601974,9.487846552
23104320,-3.205532449,6.012221247,0.362312795,3.501396365,-7.274088368,-0.200630702,1.338,4.771678404,8.829895901
23104322,-3.468773814,5.929599865,0.050804948,0.781818182,-8.065501549,-0.346220351,2.27,0.80763755,9.915829434
23104324,-2.150015106,5.892866295,1.376356104,3.400878959,-6.584859648,0.273303456,0.596,2.416394161,9.789996533
23104328,-3.016476188,6.083717697,0.494571984,0.781818182,-8.26760624,-0.138816629,3.193,1.123056765,8.929230927
23104330,-0.923673016,5.091990354,1.193667127,0.781818182,-5.778716201,0.187919976,0.871,0.287592379,9.751973874
23104332,-1.1564907,4.808125019,0.852254248,0.781818182,-5.628503799,0.028353591,2.306,0.274215721,10.66335702
23104334,-3.702857129,5.997599837,-0.116338565,0.781818182,-10,-0.424338336,1.208,1.035615815,9.944375328
23104340,-2.584167282,6.343234699,0.972485177,2.995905781,-9.301029996,0.084546007,1.758,2.046414145,9.217713658
23104342,-3.167743882,6.048819984,0.388971051,4.008608252,-7.850780887,-0.188171414,1.417,1.688302252,9.078606414
23104346,-1.175964201,4.918609861,1.117045802,0.781818182,-5.539089107,0.152109412,9.441,0.338563053,9.783004167
23104348,-2.799767087,5.996961506,0.757016235,3.544667434,-7.088842391,-0.016157869,1.536,2.617764348,9.775173463
23104350,-2.386587105,5.726629159,1.152046663,2.261534089,-6.575608446,0.168467789,1.536,2.449034391,9.704199781
23104352,-2.138021987,5.728972649,1.389465556,3.440971274,-6.41827784,0.27943043,1.251,2.378819924,9.755237568
23104354,-2.690622606,6.280685689,0.780900301,0.781818182,-8.568636236,-0.004995155,4.32,0.69980407,10.18479847
23104356,-2.792080244,6.237421266,0.763060935,3.561710376,-7.312471039,-0.013332753,1.647,1.804976849,9.350575353
23104358,-2.593712601,6.369962885,0.959680432,2.987734524,-7.308034897,0.078561445,2.148,1.783680943,9.348418725
23104360,-2.945895107,6.070915836,0.561161035,0.781818182,-7.982966661,-0.107694856,3.881,1.198936133,9.864767487
23104364,-1.941573748,6.229230558,1.589605602,2.999221862,-6.790216985,0.372970029,0.337,2.396524911,9.81331072
23104366,-2.628877014,4.949101882,0.397661971,0.781818182,-6.087261129,-0.184109532,2.529,0.610994721,9.126809423
23104368,-1.941573748,4.413881944,1.589696096,3.541894964,-5.017127505,0.373012323,0.044,2.396560014,9.813345857
23104370,-2.815561357,5.10758486,0.47183424,0.781818182,-6.329851819,-0.149443585,2.658,0.550059325,9.936708485
23104374,-3.401827024,5.860451355,0.148479258,1.699183025,-7.575118363,-0.300570238,1.315,1.518748618,9.798468326
23104376,-2.417621342,6.574263974,1.114771063,0.781818182,-7.416801226,0.151046265,2.793,1.371298244,9.814602061
23104380,-3.205532449,6.036731243,0.338237299,4.417800628,-8.822169304,-0.211882884,1.845,1.755795933,8.89675927
