comid,logQ_m3_div_s,logRT_vertical_hz_s_fill,junk,doc,logq_hz_vertical_m_div_s_fill,logw_m,LengthKM,no3,do
23099408,2.011036977,6.50992775,4.187566579,2.81619559,-6.288192771,1.587180938,0.232,0.427775176,10.85997453
23099410,2.011036977,4.012139733,4.187564955,2.364828576,-6.371815492,1.587180179,1.624,0.42777519,10.859974
23099412,2.010803843,6.508524307,4.182702515,2.80671837,-6.292089334,1.584907617,1.315,0.424409401,10.86330549
23099414,2.010802884,6.507781432,4.182683318,2.80671837,-6.292941059,1.584898645,0.316,0.424409846,10.86329948
23099416,2.010802644,6.510179387,4.182677954,2.80671837,-6.286341484,1.584896138,0.021,0.424409114,10.86329778
23099418,2.010802644,6.506215157,4.182677903,2.27870177,-6.296450702,1.584896114,0.171,0.424409114,10.86329778
23099420,2.010802404,6.074935669,4.182673642,2.325392027,-5.790699505,1.584894123,3.264,0.424408403,10.86329643
23099422,2.010794487,6.507544213,4.182505936,2.282670914,-6.297224922,1.584815741,0.427,0.424365178,10.86324368
23099424,2.010794007,6.035285996,4.182495614,2.256262074,-5.771060958,1.584810917,0.686,0.424363729,10.86324045
23099426,2.010787529,4.922837418,4.182353242,2.242631455,-4.408924257,1.584744377,0.267,0.424341161,10.86319567
23099428,2.010778652,4.814584072,4.182153267,2.319088667,-4.297610827,1.584650914,0.446,0.42429019,10.86313273
23099430,2.010778052,5.600635731,4.182139673,2.35605652,-5.160013165,1.584644561,0.217,0.424287858,10.86312851
23099432,2.010777332,5.20265292,4.182124203,2.278105705,-4.75586643,1.584637331,2.19,0.424284906,11.47748392
23099434,2.010756098,5.232589802,4.181669518,2.21594555,-4.786312277,1.584424824,0.385,0.424037247,10.86298061
23099436,2.010755618,5.596747226,4.181659202,2.269851452,-5.155578746,1.584420003,3.238,0.424036267,10.86297737
23099438,2.010735583,6.248670829,4.18123349,2.277690731,-5.816388551,1.584221038,2.694,0.422493641,10.86284343
23099440,2.010725264,6.65609661,4.181014011,2.282986328,-6.205651396,1.584118459,0.406,0.422317095,10.86763531
23099442,2.010724785,4.271273286,4.181005019,2.27022572,-3.755206982,1.584114257,0.094,0.422306108,10.86763252
23099444,2.010724785,4.995181205,4.18100386,2.297433264,-4.478033362,1.584113715,0.424,0.422305311,10.86763216
23099446,2.010724545,5.911879709,4.180999274,2.25221065,-5.492629947,1.584111572,1.149,0.422304504,10.86763072
23099448,2.010708467,6.312626186,4.180657704,2.803853898,-5.865982354,1.583951932,0.192,0.422090439,10.86752325
23099450,2.010708347,6.404614535,4.180655899,2.250488661,-5.962254871,1.583951088,1.327,0.422089036,10.86752271
23099452,2.010705827,6.095528923,4.180603629,2.269008207,-5.65809088,1.583926659,0.833,0.42205395,10.86750622
23099454,2.010704028,6.208772723,4.180564764,2.251946235,-5.769704386,1.583908495,0.78,0.422012597,10.86749405
23099456,2.010702228,5.543448886,4.180525612,2.285532807,-5.101911373,1.583890196,1.946,0.421986969,10.86748171
23099458,2.010696469,5.453229357,4.180403852,2.281281499,-5.052042108,1.583833289,0.294,0.421867465,10.86744339
23099460,2.010669831,4.933721523,4.179831924,2.201978157,-4.417826372,1.583565987,4.178,0.420773279,10.86726357
23099462,2.010621951,3.932631507,4.17881395,2.208258641,-3.41751653,1.583090215,0.836,0.420677752,10.86694331
23099464,2.01062051,6.444609006,4.178783652,2.209071915,-6.24848995,1.583076055,1.456,0.420676948,10.86693381
23099466,-0.664804912,4.94811539,2.940026332,1.652128669,-4.82082752,1.004117146,0.061,1.067238867,10.01572018
23099468,-0.664804912,6.936513742,2.940023191,1.048506653,-7.134896025,1.004115678,1.438,1.067245766,10.01571861
23099470,-0.67225735,6.936513742,2.9326796,1.052516942,-7.335358024,1.000683499,1.518,1.078995179,10.00368766
23099472,-0.679839907,6.936513742,2.925545269,1.067152,-7.299296283,0.997349121,1.413,1.095361111,10.02088633
23099474,-0.68302892,6.936513742,2.922494707,1.072180648,-7.559090918,0.995923378,1.147,1.107624566,10.01992794
23099484,-0.810603416,6.936513742,2.798234794,1.139731268,-7.798602876,0.937847932,0.922,1.315380794,10.11694963
23099486,-0.844577744,6.936513742,2.762665512,1.202159022,-7.610833916,0.921223891,2.018,1.352850173,10.14950917
23099488,-1.240673065,6.936513742,2.372943102,1.243082129,-7.355561411,0.739079045,1.848,1.459060005,9.998398919
23099492,-1.37157442,6.936513742,2.180450471,1.211885217,-7.359518563,0.649113624,3.638,1.642528816,10.37892713
23099494,-1.389894319,6.767574464,2.160879521,1.133042615,-7.007004902,0.639966735,1.71,1.739785313,10.43110822
23099496,-1.408390845,5.907390929,2.141997235,1.060434273,-6.170760572,0.631141708,0.124,1.746405739,10.43974446
23099498,-1.457344404,6.421990945,2.092112277,0.879394518,-6.705754284,0.607826938,1.091,1.65794139,10.42406241
23099500,-1.466247842,6.430481024,2.082851766,0.836073967,-6.720333056,0.603498847,0.98,1.682054793,10.44545234
23099502,-1.535117887,6.40742467,2.010480168,0.781818182,-6.736837535,0.569674481,3.831,1.73896797,10.53448544
23099504,-1.561631336,6.066630998,1.982305161,0.781818182,-6.411504199,0.556506307,1.197,1.745107621,10.50618678
23099506,-1.575289521,6.107469989,1.9676949,0.781818182,-6.45655282,0.549677899,1.796,1.677532703,10.51130765
23099508,-1.598077408,3.420708192,1.944199301,0.781818182,-3.831090908,0.538696744,0.029,1.611051944,10.53308114
23099510,-1.628877019,6.137417347,1.912605682,0.781818182,-6.503347061,0.523930811,1.374,1.593758285,10.51342255
23099512,-1.65586051,5.223266661,1.883743177,0.781818182,-5.622438785,0.510441321,0.273,1.507194902,10.48489661
23099514,-1.664293678,5.350461815,1.874939644,0.781818182,-5.74838611,0.506326807,0.827,1.486364634,10.49185916
23099516,-1.687018492,6.034812703,1.851176376,0.781818182,-6.42794201,0.495220551,2.324,1.417528816,10.50383334
23099518,-1.742454253,5.763199943,1.792039208,0.781818182,-6.193345276,0.46758157,1.074,1.369961735,10.47550532
23099520,-1.766918174,5.254228711,1.766139096,0.781818182,-5.711125054,0.455476616,0.147,1.350749261,10.50137731
23099522,-1.783032128,5.440870342,1.747788447,0.781818182,-5.901598578,0.44690006,1.216,1.350550403,10.47617301
23099524,-1.826144495,6.47071039,1.705205788,0.781818182,-6.936666641,0.426998172,0.767,1.356926334,10.46276761
23099526,-1.854228164,6.230162581,1.675112647,0.781818182,-6.717151397,0.412933518,0.671,1.367666255,10.44359654
23099528,-1.879569196,6.052158433,1.650126772,0.781818182,-6.557363474,0.401255852,0.522,1.377480101,10.46003065
23099530,-1.904502436,6.009312191,1.62536905,0.781818182,-6.529883647,0.389684817,1.62,1.384336279,10.4619844
23099532,-1.97161376,5.147592271,1.557949692,0.781818182,-5.724688645,0.358174983,0.165,1.40380549,10.53799528
23099534,-1.99895185,5.654490188,1.531044405,0.781818182,-6.234256959,0.34560024,0.613,1.409425337,10.51981508
23099536,-2.025510879,5.941102028,1.504372982,0.781818182,-7.126155853,0.333134797,0.018,1.417296986,10.55514652
23099538,-2.094636774,5.844224789,1.434450734,0.781818182,-6.466100899,0.300455185,2.162,1.426695586,10.48454415
23099540,-2.253488884,5.013015638,1.273535994,0.781818182,-5.75783141,0.225248346,0.182,1.469461457,10.44787377
23099542,-2.29998185,5.641361316,1.227012096,0.781818182,-6.395881994,0.203504438,1.949,1.460149134,10.45760085
23099544,-2.623675828,5.794512622,0.904996691,0.781818182,-6.7242281,0.053003865,0.407,1.491899491,10.57511594
23099546,-2.875857251,5.425275808,0.646472345,0.781818182,-6.601446773,-0.067822847,3.59,1.501567378,10.42079847
23099548,2.009500477,5.616123167,4.152886677,2.285882307,-5.181127766,1.570972567,1.313,0.419892237,10.90190373
23099550,2.009481587,5.869678698,4.152447695,2.270822451,-5.432444329,1.5707674,0.722,0.419764382,10.90176561
23099552,2.009480985,4.014331445,4.152433689,2.27686553,-6.317493914,1.570760854,0.419,0.419764115,10.90176119
23099554,2.009479902,5.778960399,4.152409612,2.270204386,-5.340835199,1.570749601,1.495,0.419763427,10.90175369
23099558,2.00945716,6.349541258,4.151877666,2.278629611,-5.902603849,1.570500984,0.325,0.419744983,10.90158635
23099560,2.009455596,5.70501108,4.151840386,2.281096176,-5.264480941,1.570483561,0.977,0.419743785,10.9015746
23099562,2.009452106,5.833896051,4.15175937,2.307547584,-5.393457417,1.570445696,0.343,0.419740745,10.90154908
23099564,2.009446932,5.543339541,4.151639002,2.296379653,-5.103925949,1.57038944,2.523,0.419734433,10.90151122
23099566,2.00942816,5.598339404,4.151193596,2.31513286,-5.157265981,1.57018127,1.58,0.419601317,10.90137116
23099568,2.009425392,5.435654158,4.151129874,2.325138459,-4.997509959,1.570151489,0.788,0.419585129,10.9013511
23099570,2.009414682,4.909397619,4.150869369,2.294697991,-4.395602208,1.570029736,1.829,0.419359265,10.90126919
23099572,2.009405656,4.756121353,4.150651371,2.411638268,-4.243011123,1.56992785,0.25,0.419274202,10.90120065
23099576,1.977693528,4.017939559,4.14778397,2.329443191,-6.328827157,1.568587711,0.438,0.445713797,10.9002987
23099578,1.977692233,3.971933954,4.147751761,2.306543564,-3.460029373,1.568572658,1.599,0.445705222,10.90028859
23099580,1.9776833,4.018430825,4.147534724,2.39691793,-6.334982175,1.568471221,0.804,0.445568795,10.90022034
23099582,1.977678381,6.51694987,4.1474124,2.344344378,-6.298691115,1.56841405,0.088,0.445411283,10.90018182
23099584,1.977678381,6.512897596,4.147411983,2.302052432,-6.309183942,1.568413855,0.362,0.445411261,10.90018172
23099586,1.977677992,6.513349539,4.147401599,2.298546769,-6.310158591,1.568409002,0.546,0.44540946,10.90017851
23099588,1.977677345,6.515812569,4.147385147,2.306578163,-6.302945108,1.568401313,0.29,0.445402643,10.90017326
23099590,1.977677086,4.019773765,4.147381194,2.298236286,-6.344189506,1.568399465,0.174,0.445402209,10.90017209
23099594,1.977532709,4.951087767,4.143782735,2.287299957,-4.502241282,1.566717651,0.879,0.443595054,10.89904021
23099596,1.977531155,5.06519491,4.143748432,2.26555043,-4.617667713,1.566701619,0.225,0.443590127,10.89902942
23099598,1.977527399,4.850506973,4.143658787,2.263290218,-4.337533999,1.566659721,1.349,0.443580497,10.89900126
23099600,1.977522607,4.883560507,4.143549831,2.280107725,-4.370942261,1.566608798,0.748,0.443570682,10.89896691
23099602,1.856416194,4.509556609,4.143419018,2.297012356,-3.999088938,1.56654766,3.337,0.589325091,10.89892578
23099606,1.856368779,6.518102635,4.142585524,2.320602445,-6.31884925,1.56615811,0.212,0.587718685,10.89866367
23099608,1.856368265,4.568164338,4.142578487,2.284117755,-4.057994925,1.566154821,4.265,0.587716685,10.89866141
23099610,-1.477917246,5.752284699,2.058094103,2.66790943,-6.052664324,0.59192784,0.669,2.21308732,9.771714514
23099612,-1.4790275,6.013075436,2.057091101,3.0472187,-6.310513552,0.591459066,0.051,2.215677861,9.771403464
23099614,-1.479398216,6.589140743,2.056953992,2.551758066,-6.878440156,0.591394985,1.179,2.216791773,9.771355548
23099616,-1.488391695,6.936513742,2.048552888,2.590410314,-7.331614083,0.587468555,0.996,2.267566212,10.58619434
23099618,-1.579005431,6.936513742,1.959817656,2.369242169,-7.358525889,0.545996305,1.593,2.356517719,9.963771929
23099620,-1.58511243,6.936513742,1.954055723,2.207653121,-7.351639989,0.543303346,0.518,2.372128901,9.961961854
23099622,-1.592267361,6.191954184,1.947008042,2.219375007,-6.539703673,0.540009467,3.532,2.389039874,9.959742188
23099624,-1.662028773,6.620094585,1.874731074,2.495788403,-7.000869459,0.506229328,1.392,2.685642487,10.02936594
23099626,-1.700382453,6.564254357,1.834735977,2.008202447,-6.967381239,0.48753679,1.368,2.805957582,10.05990795
23099628,-1.707221877,6.432756923,1.827458449,1.840754119,-6.839831707,0.484135487,1.949,3.031535218,10.08191504
23099630,-1.740420084,6.242495738,1.791237174,1.74343828,-6.674689628,0.467206723,1.123,3.337545739,10.11914952
23099632,-1.749304467,6.279641205,1.781566541,1.67914262,-6.716246617,0.462686952,1.303,3.374522158,10.11608932
23099634,-2.175043109,5.860444957,1.35445228,1.978758459,-6.56035157,0.26306625,0.173,3.985234509,9.947746303
23099636,-2.223672659,6.154240654,1.304199608,2.07789125,-6.877129077,0.239579622,0.723,4.112556325,9.888203705
23099638,-2.266921745,6.020702763,1.257524985,2.155854741,-6.774174009,0.21776527,0.885,4.311657597,9.985274025
23099640,-2.312426666,5.998271371,1.210936207,2.270147186,-6.780415474,0.195991039,0.933,4.553649501,10.09151235
23099642,-2.383602256,6.208283616,1.135714502,2.390828768,-7.029188389,0.160834616,1.198,4.905139532,10.21858581
23099644,-2.414416208,6.149508891,1.101331134,2.486619887,-6.993106292,0.144764836,0.247,5.156548968,10.30013514
23099646,-2.420850319,5.852854627,1.094750552,2.485605747,-6.709075441,0.141689265,0.151,5.207447177,10.31750842
23099648,-2.424103471,6.057670701,1.091343314,2.495334198,-6.910094889,0.140096821,0.251,5.235429692,10.33098877
23099650,-2.434011755,6.024695942,1.083093933,2.530576123,-6.873868593,0.136241302,5.025,5.290342866,10.34300168
23099652,-2.848985117,5.860310937,0.660106222,2.99548301,-7.095284455,-0.061450772,2.744,6.870135752,10.57447025
23099654,-3.186227257,5.99111414,0.323272731,3.984525409,-8.670214653,-0.218876885,1.904,8.3162,10.56129477
23099656,1.855977964,4.675187128,4.135550986,2.305934309,-4.166028448,1.562870372,8.076,0.579680889,11.6343164
23099658,1.855900341,3.664887874,4.134159018,2.410515761,-3.159249218,1.562219807,0.214,0.574776659,11.66463529
23099660,1.993533145,3.427733171,4.134121019,2.407550208,-2.921435093,1.562202048,0.138,0.574714016,10.89600127
23099662,1.99353302,5.552543512,4.13411812,2.857442601,-5.112185849,1.562200693,0.125,0.574713234,10.89600037
23099664,1.993515045,6.067804336,4.133662901,2.296624983,-5.896230477,1.561987937,6.918,0.413670361,10.90071808
23099666,1.993447508,4.021012805,4.132065117,2.294586622,-6.560036064,1.561241179,3.179,0.412114335,11.63514334
23099668,1.993378586,4.014884311,4.130418969,2.276936198,-6.444542783,1.560471818,0.215,0.408993697,11.58310631
23099670,1.993375714,4.015887553,4.130349055,2.414257663,-6.472627917,1.560439142,0.18,0.408984472,10.89967585
23099672,1.993372967,4.014281453,4.130281332,2.37696951,-6.345342245,1.56040749,2.591,0.408928115,10.8996545
23099674,1.993360605,4.01353503,4.12997385,2.290136049,-6.372122305,1.560263782,0.4,0.408516818,10.89955782
23099676,1.993357858,4.663770122,4.12990201,2.399395448,-4.154039192,1.560230206,0.878,0.408468427,10.89953523
23099678,1.995374128,6.334353144,4.12909223,2.333651731,-5.932334118,1.559851739,6.925,0.40672209,10.89928047
23099680,1.930527258,5.346816015,4.126574097,2.840056191,-4.916794895,1.558674837,0.355,0.479460982,10.90821034
23099682,1.93052264,4.019904391,4.12647403,2.310943008,-6.324313291,1.558628069,0.948,0.479460979,10.9081788
23099684,1.929938211,6.506209899,4.112661607,2.388341774,-6.311847244,1.552172547,2.258,0.450380531,10.91841713
23099686,1.929832852,4.018149291,4.11044742,2.375238727,-6.406935568,1.551137701,4.459,0.448273891,10.91772064
23099688,1.929782548,6.470909933,4.109312878,2.31362209,-6.280337317,1.550607449,2.67,0.446063444,10.92222476
23099690,1.929771272,4.01790327,4.109059239,2.310144551,-6.339134522,1.550488906,3.9,0.445871566,10.92214498
23099692,1.929633192,6.509363775,4.106015512,2.331219434,-6.30346888,1.549066356,0.56,0.442332079,10.95944199
23099694,1.891887854,6.226689952,4.053628504,2.54649478,-5.971103555,1.524582202,5.032,0.453542727,10.94296459
23099696,1.891875708,6.85653563,4.053342403,2.956860545,-6.471468939,1.524448487,0.219,0.453208935,10.94773553
23099698,1.891874604,6.303440523,4.053317997,2.47396607,-6.069815348,1.52443708,4.721,0.453208704,10.9477278
23099700,1.891848575,6.508539421,4.052705109,2.453841273,-6.308211476,1.524150635,0.304,0.452212482,10.94753508
23099702,1.891848418,6.319005609,4.052701647,2.566618897,-5.906298215,1.524149017,1.364,0.45221246,10.94753399
23099704,1.891843527,6.417893013,4.052586728,2.524786552,-6.22562904,1.524095307,0.269,0.452068743,10.94749781
23099706,1.891843212,5.962805271,4.052578487,2.524786552,-6.329904556,1.524091455,0.036,0.452068748,10.94749527
23099708,1.891843212,4.020033389,4.052578487,2.954194731,-6.388064375,1.524091455,0.177,0.452068743,10.94749527
23099710,1.891841634,6.507296548,4.052540427,2.954194731,-6.311224345,1.524073667,0.621,0.452063961,10.94748329
23099712,1.891841003,4.019778226,4.052528167,2.565682882,-6.402085529,1.524067937,0.77,0.452062662,10.94747942
23099714,1.891832957,5.17402772,4.052338125,2.445566726,-4.677476805,1.523979117,1.405,0.451619994,10.94741961
23099716,1.891827278,4.677655313,4.052201795,2.549682386,-4.181089543,1.5239154,0.208,0.451558855,10.94737674
23099718,1.891826962,6.2069906,4.0521967,2.445230585,-5.946921557,1.523913019,3.282,0.451557967,10.94737516
23099720,1.891821441,6.060913466,4.05206563,2.49177502,-5.653568781,1.523851761,1.055,0.45151492,10.94733397
23099722,1.853095957,6.506811117,4.00278398,2.539337467,-6.321663753,1.50081896,0.032,0.448451105,10.99439227
23099724,1.853095957,4.425966949,4.002783086,2.558630061,-3.937675285,1.500818543,1.392,0.448450906,10.994392
23099726,1.85309337,4.021792793,4.002723895,2.581731847,-6.333201316,1.500790878,0.234,0.448435594,10.99437341
23099728,1.853092852,5.109807254,4.002709873,2.982105493,-4.620607451,1.500784325,1.267,0.448433877,10.99436893
23099730,1.852635024,4.954492446,3.99237828,2.935401496,-4.466923522,1.495955641,0.4,0.395859253,11.04458939
23099732,1.852394959,6.416153454,3.985708135,2.498816266,-6.227531597,1.49283821,0.627,0.383858566,11.05221326
23099734,1.852387012,5.246814354,3.98551125,2.543660707,-4.834263179,1.492746192,0.936,0.383394841,11.05215141
23099736,1.852370945,6.206813161,3.985116685,2.530280824,-5.794524963,1.492561784,1.637,0.382247014,11.05202721
23099738,1.852354187,6.509419608,3.984697469,2.909289075,-6.316772794,1.492365855,0.076,0.381401175,11.05675632
23099742,1.852281443,5.118759723,3.98258586,2.39424431,-4.705280326,1.491378951,1.621,0.380108097,11.05609221
23099744,1.852258978,6.508059578,3.981931713,2.461411645,-6.322666849,1.491073221,0.299,0.378990673,11.05588645
23099746,1.852258806,6.507859215,3.981925315,2.444251807,-6.323032186,1.491070231,0.289,0.378989117,11.05588446
23099748,1.85225846,4.576276605,3.981918714,2.518369895,-4.090943268,1.491067146,1.058,0.37898741,11.05588232
23099750,1.852234784,6.693617741,3.981290208,2.514701314,-6.278354234,1.490773401,1.214,0.378194756,11.05568466
23099752,1.85223271,6.70771793,3.981236748,2.60077025,-6.29542055,1.490748415,0.498,0.378182011,11.05566783
23099754,1.852159601,6.657590873,3.979025924,2.442272201,-6.236422276,1.48971514,0.141,0.375104209,11.05983337
23099756,1.852159428,5.300044623,3.979022888,2.450162524,-4.886916064,1.489713722,0.888,0.375104209,11.05983237
23099758,1.85215891,4.193369376,3.979009679,2.405670403,-3.708427816,1.489707548,0.273,0.375104015,11.05982821
23099760,1.852158737,4.552236633,3.979005126,2.458104965,-4.066729407,1.48970542,1.078,0.375103998,11.05982678
23099762,1.852157527,3.885527411,3.978975466,2.39120948,-3.401289468,1.489691558,0.079,0.37510327,11.05981746
23099764,1.852157008,4.002350903,3.978959301,2.40099201,-3.517656465,1.489684003,0.312,0.375100596,11.05981244
23099766,1.852156835,5.048754082,3.978954091,2.413173299,-4.632105738,1.489681568,0.255,0.3751003,11.05981072
23099768,1.85215649,4.09604347,3.978947527,2.408483181,-3.611181313,1.4896785,0.713,0.375100066,11.05980871
23099770,1.852072303,5.724382347,3.976475755,2.388449857,-5.316160782,1.488523266,1.475,0.371936454,11.06389214
23099772,1.85206971,6.511109928,3.976406594,2.280874651,-6.320390428,1.488490942,0.027,0.37149771,11.06387036
23099774,1.852069537,4.370504677,3.976406346,2.484151305,-3.885613559,1.488490827,0.272,0.371497693,11.06387036
23099776,1.852069191,4.02594641,3.976394791,2.522284643,-3.541566431,1.488485426,0.517,0.371495336,11.06386676
23099778,1.852068154,4.779535515,3.976367139,2.41742744,-4.294224352,1.488472502,1.1,0.371489979,11.06385796
23099780,1.852061757,5.028841773,3.976206519,2.889200699,-4.611813512,1.488397433,0.899,0.371396176,11.06380747
23099782,1.852061411,5.619140339,3.976198922,2.889200699,-5.210334693,1.488393882,0.086,0.371395946,11.06380458
23099784,1.85206072,4.776383676,3.976178814,2.370886017,-4.292608688,1.488384485,0.038,0.371389479,11.06379881
23099786,1.852059855,4.819267698,3.976156764,2.888982763,-4.333668319,1.488374179,0.36,0.371373801,11.06379188
23099788,1.852059682,4.246802879,3.976149745,2.888982763,-3.762041016,1.488370898,0.166,0.371371762,11.06378957
23099790,1.852059509,4.229403416,3.976147515,2.501157268,-3.744720739,1.488369856,0.653,0.371371706,11.063789
23099792,1.852056743,4.412314951,3.976074709,2.3377022,-3.927329618,1.488335829,0.416,0.371361611,11.06376605
23099794,1.852056397,4.360283341,3.976065829,2.384738203,-3.875356575,1.488331679,0.473,0.37136032,11.06376331
23099796,1.852056224,5.245863695,3.976056825,2.378852637,-4.831776615,1.488327471,0.79,0.371360155,11.06376042
23099798,1.852055187,4.448564438,3.976031052,2.459755972,-3.963476498,1.488315425,2.392,0.371358096,11.06375234
23099800,1.852050346,5.866135,3.975888281,2.442382002,-5.456465845,1.488248698,0.459,0.371319014,11.06370744
23099802,1.852049827,4.352411013,3.975874811,2.371973672,-3.867458559,1.488242403,1.237,0.37131867,11.0637031
23099804,1.852042912,4.236461803,3.975670812,2.414085839,-3.751550008,1.488147059,0.994,0.3712167,11.06363897
23099806,1.852036514,4.717331748,3.975483714,2.320437296,-4.233321749,1.488059615,0.523,0.370914436,11.06358016
23099808,1.852021299,4.355876267,3.975042837,2.339097272,-3.870705599,1.487853562,0.751,0.370482781,11.06344148
23099810,1.852016112,4.196543827,3.974892908,2.32703793,-3.711520494,1.48778349,1.259,0.37036114,11.06339431
23099812,1.852002798,6.186319389,3.974498065,2.886352265,-5.936929474,1.487598952,0.209,0.370139763,11.09666356
23099814,1.852002625,4.169993785,3.974492469,2.332971934,-3.685579723,1.487596336,0.285,0.370139293,11.09666182
23099816,1.851999339,4.198498162,3.97439878,2.340431425,-3.713766798,1.487552549,0.129,0.370126595,11.09663241
23099818,1.851999167,3.992750616,3.974395919,2.391933883,-3.508358907,1.487551212,0.418,0.370126444,11.09663154
23099820,1.851998821,4.679317176,3.974386176,2.356701362,-4.193659909,1.487546658,3.015,0.370126042,11.0966285
23099822,1.851990175,3.890277015,3.974131074,2.333073022,-3.405957568,1.487427431,0.358,0.370027705,11.0965482
23099824,1.851989829,3.847096269,3.974122486,2.393658006,-3.362954899,1.487423417,1.313,0.370026668,11.09654545
23099826,1.938978658,4.934794454,3.974052701,2.312238246,-4.508174839,1.487390802,1.451,0.370013181,11.09652355
23099828,1.93896677,5.16979188,3.973634749,2.298308268,-4.746863193,1.487195463,0.679,0.369917788,11.09639211
23099830,1.938963231,3.761395783,3.973515035,2.444843103,-3.276475782,1.487139512,0.514,0.369899046,11.09635437
23099832,1.938962948,3.908026279,3.973507183,2.886424898,-3.422075385,1.487135842,0.201,0.369897093,11.0963519
23099834,1.938962807,3.978442886,3.97350469,2.371917691,-3.492310055,1.487134677,0.311,0.369896512,11.09635117
23099836,1.938962665,4.671034712,3.973499497,2.381483253,-4.183811084,1.48713225,0.393,0.369895498,11.09634958
23099838,1.938962524,5.248585116,3.973495051,2.351579207,-4.826074021,1.487130173,0.603,0.369894865,11.09634813
23099840,1.938962382,6.518358115,3.973488487,2.886424898,-6.325138859,1.487127105,0.102,0.369894401,11.09634609
23099842,2.030619808,6.124722925,3.97348803,2.302876482,-5.702239489,1.487126891,0.427,0.369905992,11.09634595
23099844,2.019469822,5.230524378,3.953134558,2.311881611,-4.806853131,1.477614274,0.708,0.366856486,11.08994412
23099846,2.019909492,4.2678421,3.933312578,2.905532889,-3.777603516,1.468350061,0.197,0.362548374,11.13654662
23099848,2.075138218,3.886988058,3.933277941,2.90524013,-3.396581275,1.468333872,0.106,0.328180956,11.13653579
23099850,2.075138218,3.854552589,3.933276528,2.90524013,-3.364379653,1.468333212,0.136,0.328180888,11.13653531
23099852,2.074435909,4.876546313,3.923582087,2.896657453,-4.441730745,1.463802314,0.178,0.323563845,11.14320796
23099854,2.074435806,3.911469318,3.923580829,2.544427451,-3.422667586,1.463801726,0.909,0.323563775,11.14320747
23099856,2.074435702,4.128903986,3.923568944,2.896657453,-3.639857586,1.463796172,0.714,0.323563463,11.14320372
23099858,2.074435184,4.855229949,3.923525177,2.575864546,-4.420666932,1.463775716,0.96,0.323556993,11.14319004
23099860,2.074434459,3.831967418,3.923471383,2.512670264,-3.343734632,1.463750574,1.029,0.323551328,11.1431731
23099862,2.074430729,3.884865974,3.923178336,2.510334063,-3.396180775,1.463613613,2.52,0.266147001,11.14308085
23099864,2.074428139,3.813279686,3.922971582,2.895752613,-3.324899466,1.463516982,0.626,0.266111726,11.14301579
23099866,2.074427828,3.64469307,3.922947218,2.534231938,-3.15760996,1.463505595,0.242,0.26611046,11.14300828
23099868,2.074427621,3.816581917,3.92293723,2.687533823,-3.328242596,1.463500927,1.147,0.266108345,11.14300502
23099870,2.074425134,3.620617526,3.922735545,2.441431867,-3.133511041,1.463406665,0.813,0.266076774,11.14294155
23099872,2.074424823,3.898269593,3.922714577,2.338015225,-3.408887512,1.463396865,2.476,0.311260184,11.14293502
23099874,2.03235138,3.761806749,3.922529795,2.291051842,-3.273289984,1.463310503,0.102,0.311237859,11.14287691
23099876,2.032351038,5.843719238,3.922509565,2.315603724,-5.591268339,1.463301049,0.813,0.311236826,11.14287054
23099878,2.032350467,3.706505307,3.922470831,2.358137943,-3.218909425,1.463282945,0.868,0.311233288,11.1428583
23099880,2.032347613,5.400090136,3.922284449,2.310728534,-4.969319336,1.463195836,0.597,0.311205558,11.14279966
23099882,0.357862348,6.791116714,2.633557729,2.855950787,-7.632598877,0.860882693,0.061,0.523094299,10.32278223
23099884,0.357862348,5.277708726,2.63354955,2.28319081,-5.282354457,0.86087887,4.581,0.523093146,10.32277905
23099886,0.514811079,4.27286924,2.584538144,2.114665275,-4.207500451,0.837972373,4.397,0.249673514,10.50602718
23099888,0.514750939,4.154277818,2.573577975,2.096401823,-4.092281839,0.832849912,3.224,0.243922115,10.49772045
23099890,0.514600551,3.861795665,2.565367587,2.022691573,-3.803339198,0.829012617,1.82,0.243242211,10.58384759
23099892,0.514495248,4.694922743,2.54436624,1.960303662,-4.642902226,0.819197202,12.86,0.235882808,10.59970003
23099894,0.513983414,3.613267926,2.499768574,1.821157057,-3.576131345,0.798353558,1.155,0.213089403,10.60934476
23099896,0.513644369,3.504863988,2.4954472,1.858370737,-3.471408408,0.796333875,0.911,0.212610302,10.60312432
23099898,0.513538834,2.983088749,2.492827553,1.878769725,-2.95218309,0.795109528,0.256,0.212319749,10.61688396
23099900,0.513059836,3.934439126,2.488865043,1.864278006,-3.901247637,0.793257567,2.465,0.211583417,10.61077454
23099902,0.50979845,3.72604049,2.467237576,1.755002032,-3.702993883,0.783149522,1.586,0.204830086,10.65258268
23099906,0.378485091,4.300885366,2.28375022,1.645497804,-4.046910945,1.114840131,3.146,0.192266563,10.61494764
23099908,0.377583867,3.759190685,2.279733543,1.486478044,-3.508190818,1.112793479,0.912,0.191785815,10.65679918
23099910,0.373892569,3.582407682,2.268145568,1.257549448,-3.335403655,1.10688896,0.615,0.190210299,10.66287913
23099912,0.373148446,4.202992651,2.265547014,1.266348279,-3.957016846,1.105564896,2.576,0.189816734,10.66205893
23099914,0.36972891,3.081887125,2.255734783,0.781818182,-2.84211317,1.100565186,0.107,0.187977363,10.67418651
