"comid","logQ_m3_div_s","logRT_lateral_hz_s_fill","junk","doc","logq_hz_lateral_m_div_s_fill","logw_m","LengthKM","no3","do"
23105956,-2.68463225213233,7.21431255340576,0.818872233984837,3.994614212,-8.9618091583252,0.0127518145741871,3.568,2.07966054188971,8.937925655
23105960,-1.57900543063958,6.93562602996826,1.9127825034189,3.104172139,-9.67220783233643,0.524013451910577,1.971,1.71506409139927,9.109316509
23105988,-1.37128517913703,7.68168783187866,1.52499554098793,2.155645305,-8.72518920898438,0.342773177561422,1.286,1.38371523884913,9.443015771
23105990,-1.22926584168978,7.73805570602417,1.97944593467958,2.03952585,-9.65245056152344,0.555169988210969,1.218,1.38630949623374,9.527609679
23105994,-1.18528418223545,8.49880660693537,2.07168284866948,2.291578922,-8.88605664769316,0.598278821704794,3.156,1.47152386986003,9.430238185
23105996,-1.18528418223545,7.16717672348022,2.07172592768647,2.738120354,-9.68886947631836,0.598298955581366,0.091,1.47155168821432,9.430249766
23106004,-1.20238535627224,8.11291843772213,2.0368663352379,2.111461588,-10,0.582006602530188,1.106,1.44026551760446,9.463031507
23106042,-1.57160513336044,8.39071164785173,1.92014002960343,3.227679002,-10,0.527452144276087,1.646,1.71545509766747,9.116478816
23106044,-1.57160513336044,6.0235767364502,1.92030441855983,3.654106181,-8.2043342590332,0.527528974855525,0.037,1.71554317570594,9.116528061
23106048,-1.87034815856127,7.50429063629019,1.49353193751077,1.633797046,-8.36653154442041,0.328068010341728,1.75,1.34135189100353,9.486594972
23106096,-2.07228392526341,6.44758176803589,1.46442545669716,1.049898831,-8.21457576751709,0.314464493256678,1.192,1.67738002729226,10.20108398
23106144,-4.24692506406496,6.52374219894409,-0.496754228534887,4.033020189,-9.96081161499023,-0.602133481040368,0.354,1.55026403737781,8.46742031
23106146,-2.97975339783882,6.33720207214355,0.611011288705342,3.99576396,-10.0931272506714,-0.0843963064212982,1.66,1.50563174251486,8.641019466
23106148,-2.70285706353458,7.16136360168457,0.890605429037069,3.882674555,-9.74156093597412,0.0462778100655541,1.761,1.31968220067629,8.585068768
23106162,-2.45805000440038,6.73788070678711,1.18014595436549,2.55286081,-9.26255512237549,0.181600575749066,0.093,3.05629039048511,9.840701039
23106166,-2.42410347065384,5.75093746185303,1.21707314429498,2.60497221,-8.08308792114258,0.198859263313457,0.058,2.56191225204685,9.998112555
23106168,-1.84466373475817,3.69269466400146,1.66861418747829,3.015872456,-9.56228637695312,0.409896328715931,0.959,1.63513511527426,9.208757167
23106202,-1.68701849184208,8.26907071146623,1.84577439205066,3.224267369,-9,0.49269582221927,10.211,1.95737287474163,9.119932112
23106206,-1.65198037901276,8.02206968876589,1.88647775254616,3.073718358,-8.26760624017703,0.511719381386256,3.31,1.93062683455899,9.011846761
23106226,-2.1414149304182,6.82967948913574,1.36427701264469,3.088829449,-8.88757705688477,0.267658042209621,1.213,1.69332978153685,9.190218255
23106300,-2.93517125912005,7.06923341751099,0.602992722137344,3.48303665,-9.8269624710083,-0.0881439497157081,1.268,2.14016128176345,7.868382353
23106318,-2.05940439302383,7.24490690231323,1.4403895062459,3.857685935,-10.066915512085,0.303230793648008,1.281,1.94467740648373,8.200744469
23106320,-1.9868537266413,5.42019367218018,1.51283109254752,3.887736687,-10.2291603088379,0.337087870469047,1.146,1.95745862557469,8.067960466
23106322,-1.83868514967662,7.83729225767693,1.66501125083552,3.869847169,-9.89840316772461,0.408212421601143,2.885,2.0170819770754,8.038056407
23106324,-1.83195176918363,2.60495758056641,1.67145518123325,4.309104975,-10.2594614028931,0.41122412601721,0.764,2.0149546040489,8.006053229
23106326,-1.70472233334092,4.37017822265625,1.80145722168035,3.751057831,-10.3223094940186,0.471983274108641,1.559,2.08887360197974,8.04694857
23106334,-1.59130653221185,7.88226652145386,1.91784619465641,3.776582692,-9.61462211608887,0.526380072968087,2.696,2.10379406347681,8.00090773
23106338,-1.58558577674314,8.01311206817627,1.95290281824993,3.34632832,-9.66407012939453,0.542764512600142,2.343,3.96373224017588,8.828572393
23106346,-2.10704602767556,6.50698375701904,1.39392249995495,3.736872458,-9.38790607452393,0.281513475149387,4.887,2.11724059761186,8.662486007
23106354,-1.62315911590528,7.87494279092418,1.88664016444279,3.755868774,-9.88919067382812,0.51179528795209,2.827,2.10822011842642,8.078603386
23106372,-1.97161376037515,8.27815249938139,1.5280536788666,3.825551562,-9.52287874528034,0.344202461676501,4.495,1.86892728667914,7.868382353
23106374,-1.78303212778339,7.82059059438832,1.71646328511176,3.861014668,-9.69897000433602,0.432259596238137,3.261,2.02803722742594,7.868382353
23106380,-1.57252330396585,8.30972084913554,1.92668604137494,3.973102653,-9.69897000433602,0.530511558545964,5.778,2.15226086934274,7.868382353
23106398,-1.79208025517966,7.83196031500894,1.79095895892686,3.503643998,-8.4089353929735,0.467076693427081,5.179,5.5598525691946,9.495856444
23106400,-1.79208025517966,6.75298547744751,1.7910727959282,3.386869968,-9.67511463165283,0.467129897504262,0.144,5.55981627563456,8.694403504
23106404,-2.06081673670717,8.24148297052959,1.48255488884469,2.089252566,-8.92081875395237,0.32293765914416,1.64,1.74262196318401,9.358014172
23106408,-2.02161583254939,7.11167049407959,1.50088386499421,1.434070628,-8.36661911010742,0.331504086034956,3.011,1.93338394235002,9.387452423
23106412,-1.7072218771256,8.00244053677905,1.79195086709306,3.937309504,-10.1323595046997,0.46754028226739,3.119,2.08624155112526,7.868382353
23106414,-1.1905920813147,8.42033273964984,2.37178228936544,3.696364713,-9.04575749056067,0.738536515319945,7.201,3.8421454932169,7.868382353
23106418,-1.89862025259851,7.81791990479122,1.62891997731252,1.746452357,-8.56863623584101,0.391344416872351,1.76,1.98302388178413,9.088072947
23106422,-1.63893425752352,8.20209054797729,1.89569430944688,1.91216274,-8.42021640338319,0.516026930279107,3.328,1.83797934482162,9.118518415
23106494,-2.43736540293073,6.39546775817871,1.06311183855556,3.424431619,-8.36355781555176,0.126902256024782,6.397,1.75009391752917,7.868382353
23106498,-2.44758456330015,7.55362129211426,1.05433722445431,4.020834988,-8.81739616394043,0.122801258242445,4.686,1.97749568517294,8.627927864
23106500,-2.17137815422525,7.49432374012665,1.32836736961905,3.743660242,-9.52287874528034,0.250874926266359,1.79,1.79896383156387,7.868382353
23106506,-2.38658710509144,5.94871234893799,1.11254467866735,3.557863299,-9.88059425354004,0.150005718408617,0.738,1.76099266861485,7.868382353
23106520,-2.1659380712471,5.89434146881104,1.33367494231275,4.005044305,-10.105996131897,0.25335553037861,1.968,2.06540177855504,8.346378607
23106562,-3.07083385613249,6.67004442214966,0.49029566459853,1.221669599,-9.32395553588867,-0.14081525532211,0.171,1.21584704791331,10.46522807
23106614,-1.69062261655102,7.44890165328979,1.86019481554556,2.746136658,-9.29752540588379,0.499435506024847,0.28,2.33752755236485,10.0248067
23106616,-1.69183066675226,7.46653288118115,1.85938510824504,2.737180831,-8.56863623584101,0.499057072540717,0.822,2.34730332130859,10.02454259
23106618,-1.70472233334092,7.94979387863173,1.84639278734069,2.764952777,-8.82390874094432,0.492984842075666,0.585,2.42028638066031,10.04962568
23106620,-1.71544619889773,7.46909063817541,1.83559863081241,2.788438797,-8.74472749489669,0.487939969300234,1.864,2.47833407563508,10.0365158
23106622,-1.93836070137571,7.38404746191463,1.61465259297794,2.711654907,-9.30102999566398,0.384676259092283,0.884,2.80386814426149,9.991961566
23106624,-1.9624943839994,6.49971866607666,1.5910311984737,2.847952365,-9.46819400787354,0.373636310771093,0.163,2.97146686586768,9.960227345
23106632,-3.00388708110851,6.42422574962032,0.564689730881446,1.141560713,-8.09691001300806,-0.106045646533027,0.361,1.21586278499122,10.42552711
23106640,-2.02291030534137,6.60692119598389,1.53110193914683,2.746953381,-9.26225566864014,0.345627129309342,1.2,3.16390100158017,9.883034597
23106898,-0.517153063175211,7.65228176116943,2.36059871442457,0.781818182,-8.14322376251221,0.733309639781306,0.056,0.683240010772472,10.20945644
23106914,-2.08856262522305,7.82687596785671,1.45527437050991,2.084695756,-8.2839966563652,0.310187543477773,1.286,1.79054121813397,9.44665052
23106926,-2.18811962761928,7.45473718643188,1.35500492704626,1.70481024,-9.01769828796387,0.263324540829187,2.112,1.70991781810265,9.478316986
23106960,-1.73974413808694,7.89518277676279,1.77743624770985,1.757826633,-8.60205999132796,0.460756574053273,3.109,2.05045977493982,9.454976445
23106966,-1.97161376037515,7.56232136710781,1.52726504338486,1.206651698,-8.03621217265444,0.343833876554029,2.307,2.18922643414445,9.725007582
23107012,-2.55672903098633,7.01975631713867,0.984194151476165,1.630851517,-9.65267562866211,0.0900184392847282,1.619,1.6972105924012,9.472804474
23107032,-2.67289384746045,7.07954818201077,0.861868814282591,3.924721116,-8.79588001734407,0.0328471575678799,0.529,2.2674784270005,7.868382353
23107034,-2.70910602456039,7.441246509552,0.827214140177768,3.900745149,-8.96539974212646,0.0166505773655753,2.927,2.35024682391568,7.868382353
23107212,-1.66828590670389,7.13155422965163,1.88272029632168,2.660152173,-7.93930215964639,0.509963256345711,1.116,2.33728515609167,9.983900131
23107224,-1.57160513336044,5.89790487289429,1.92020109562265,3.653813422,-7.7355318069458,0.527480684737366,0.042,1.71549596879664,9.116495233
23107226,-1.57160513336044,5.40765810012817,1.92029502658124,3.653813422,-8.03822422027588,0.527524585325631,0.049,1.71554413772396,9.116528061
23107282,-3.00388708110851,7.0245041847229,0.564689730881446,1.173816722,-9.66349792480469,-0.106045646533027,0.034,1.21726000655194,10.42552711
23107296,-1.63839908337385,4.08249044418335,1.89601225554712,1.975221424,-9.4562873840332,0.516175528987201,0.223,1.83790459573902,9.113761663
23107314,-1.77783981832176,7.55506723757524,1.8064540358839,2.005865385,-9.22184874961636,0.474318638798624,0.566,1.44366547256205,10.1780277
23107316,-1.54363373757568,7.67559670968242,2.04068776669178,2.40554097,-9.30102999566398,0.583792627726066,1.088,1.52559786900205,9.819710935
23107318,-3.46877381368131,5.84561484090779,0.154819436194173,4.410958746,-10,-0.297607023896074,3.149,1.35990260889958,8.382901244
23107320,-1.33099790448374,7.94369092558994,2.25630056525478,1.984782344,-8.92081875395237,0.684563738030878,1.889,1.55068268794224,10.00905528
23107322,-1.320068407751,6.40319871902466,2.26618911209878,2.481589579,-9.21238994598389,0.689185355354943,0.214,1.55348301169819,9.953830517
23107324,-1.54795511187462,5.36954164505005,2.0436494855356,3.090921264,-9.82077980041504,0.585176848417371,1.745,1.57811524315867,9.520529526
23107326,-1.41409698692596,7.69086252905911,2.17486830268892,3.236481626,-8.13076828026902,0.646504682318071,1.917,1.66436025043656,9.454867051
23107330,-2.77710311307393,6.58933162689209,0.82645707283691,4.080607042,-9.72755336761475,0.0162967462455814,1.161,1.53695449176409,8.36553588
23107332,-1.9580055116292,0.471350640058517,1.63750574007386,3.380580569,-10.2581691741943,0.395357151039743,0.529,1.6343399475074,8.859349482
23107334,-1.91448665765039,7.71649214898728,1.67858392797721,3.928020704,-8.19382002601611,0.414555893565964,1.686,1.64785648591713,8.784153176
23107336,-1.55451888139257,7.68846906907071,2.03105765505909,2.376633771,-8.82390874094432,0.579291795457675,1.254,1.51539212831816,9.879871855
23107340,-1.18359175747363,8.49880660693537,2.44318645098469,2.610714661,-9.39794000867204,0.7719087302098,0.56,1.53591272637981,10.0386681
23107342,-1.71289900958048,8.20887486103893,1.8422196974956,4.059387846,-8.72124639904717,0.491034462039706,1.239,1.80992953803899,9.156438475
23107344,-0.998461398877713,8.42723883740737,2.61997261701999,2.63749721,-8.88605664769316,0.854533409064515,3.994,2.66261097235041,9.788667501
23107346,-1.80917455442017,7.92835357597486,1.78608030209443,3.022358316,-8.14874165128093,0.464796552028303,5.302,1.55437238479652,9.458974165
23107348,-1.07739762667291,8.04600741104906,2.54195123003651,2.536933963,-8.3767507096021,0.818068496747564,1.622,1.63947465105709,9.914817521
23107356,-1.7527705216613,7.49025324005278,1.84068811076306,1.399520304,-8.21467016498923,0.490318643244184,5.69,1.64896078663055,10.17906877
23107406,0.770239744167812,8.49880660693537,3.01547439234444,2.643785985,-9.04575749056067,1.03937936111856,2.344,0.43120103833114,10.3078638
23107408,0.77024809337665,8.49880660693537,3.01559884499211,2.171768336,-9.22184874961636,1.03943752664111,0.963,0.431209350123554,10.30304242
23107410,-4.54795582657777,6.21691274642944,-0.84163750790475,2.786413188,-9.82697582244873,-0.763321829790691,0.158,0.931983503928354,8.983164059
23107412,0.774927526020247,7.64909672458308,3.06266578933659,2.240659883,-7.97061622231479,1.06143523861123,4.51,0.469068569120184,10.27320891
23107416,0.774621811379644,8.32111273779358,3.05291876286795,2.227951337,-9.82130336761475,1.05687976377018,0.159,0.467540216304106,10.27166493
23107464,-1.69547511778971,7.66427650952519,1.83853930943239,3.106270044,-8.23657200643706,0.489314356407229,2.98,2.6248437486551,9.988820974
23107466,-2.06794816755644,6.74290757726202,1.47502725815298,3.101945733,-7.84466396253494,0.319419464906121,1.346,3.00341333227913,10.082895
23107468,-3.64486507273699,5.72698704820419,-0.0852867130263762,3.626018492,-8.11918640771921,-0.409825609320538,1.636,2.88156440522298,9.183667322
23107470,-3.07083385613249,6.13535964108037,0.477988976250889,3.171056154,-8.34678748622466,-0.146567041210498,4.788,2.32827989796393,10.00282078
23107472,-3.24692514074978,6.0452241628121,0.303325678218915,3.52483658,-8.39794000867204,-0.228199553721133,3.705,4.90287522455265,9.709498551
23107474,-1.99650511345369,7.09298810780654,1.52939570182908,2.959036807,-8.18708664335714,0.344829683927586,0.89,2.34126750551265,9.789520428
23107476,-2.01139667065845,6.20868789117285,1.51322692530946,3.018395865,-7.67985371388895,0.337272871107743,0.111,2.40598315875412,9.78928206
23107478,-2.04689584831186,6.82494188861717,1.4805300820274,3.172031879,-8.19382002601611,0.321991323701798,0.472,2.37080024277541,9.788739197
23107480,-3.54795505972894,5.75698704834946,-0.039719535563358,0.781818182,-7.89279003035213,-0.388528844455607,1.957,3.38894602234501,8.792090958
23107482,-2.64486513025061,6.6543506696935,0.858903967354849,2.887671726,-8.22914798835786,0.0314614748790265,0.952,2.11197368827061,9.516147515
23107484,-2.79208024441688,6.27519464492798,0.714815763383719,3.28408016,-8.89541530609131,-0.035881133685361,0.427,3.338430575496,9.601483253
23107486,-3.43401176641042,5.79537902059461,0.0780941504064107,2.689481422,-7.87614835903291,-0.33346617650292,0.917,1.37345732814778,9.056406998
23107490,-2.1919292532086,5.79538114946142,1.34455927791017,3.332414761,-7.42250820016277,0.258442550195379,0.592,2.58502259271129,9.86685664
23107492,-2.17873925475286,6.50525178552481,1.35715699227085,3.265726434,-8.01772876696043,0.264330353121788,1.315,2.51693181177888,9.827066113
23107494,-3.50656244428419,5.89614767813657,0.0194486374936368,2.300141653,-7.83564714421556,-0.360875372468746,2.049,6.23046991920856,9.863906282
23107496,-2.22367265894652,6.59561632059359,1.315271135253,3.424385075,-7.85078088734462,0.244754129695985,1.026,2.56015477137154,9.852796615
23107498,-3.59371263549497,5.85350587580029,-0.0919977988274463,2.351354408,-8.30980391997149,-0.412962174393082,1.863,5.09406116143245,8.657013955
23107512,-3.59371263549497,6.19765472412109,-0.0749458796881573,2.374143594,-9.3694372177124,-0.404992606580993,0.041,3.05055076280512,8.661975752
23107514,-3.59371263549497,5.37588548660278,-0.083388154890654,2.418979682,-9.3539400100708,-0.408938278814242,0.049,3.86374867440199,8.660341764
23107522,-3.20553244862021,6.09913334353391,0.335718599714355,3.753020084,-7.82390874094432,-0.213060050458009,4.104,3.5476313143018,9.559545706
23107524,-2.28313728673124,6.71696376800537,1.25806470930217,3.477114736,-9.32058334350586,0.218017520829511,0.222,2.56898042053611,9.820229088
23107526,-3.76980380934529,5.65403543741809,-0.210701388840559,3.637811269,-8.02227639471115,-0.468440757531155,1.455,7.06851520984448,10.08368725
23107528,-2.29998184968932,6.62192859515477,1.24101324615338,3.505280429,-7.76447155309245,0.210048166130439,1.449,2.54852774470531,9.785682205
23107530,-3.70285712926443,5.73806253480733,-0.102262974654573,4.421657947,-7.98716277529483,-0.417759817006735,1.409,3.38311883830178,9.44107204
23107532,-2.38658710509144,6.79219285359056,1.15375085833611,3.687442536,-7.87614835903291,0.169264280526501,0.33,2.84929810291558,9.758246229
23107534,-3.31750618345938,5.87440332709449,0.248267603534648,3.691032906,-8.2839966563652,-0.253932086083037,2.722,1.71885562935354,9.337291249
23107536,-2.62887701354854,6.78507366955796,0.91736895052123,3.701087769,-7.67778070526608,0.05878629654251,1.393,3.16487031032555,9.669343384
23107538,-2.85775902665031,6.36712665573312,0.689042339028172,3.393742311,-7.65560772631489,-0.0479268777444769,1.492,2.62824929243174,9.840625478
23107540,-2.33576750707547,5.65826082229614,1.20495519589851,3.51621446,-9.00060749053955,0.193195688992205,0.047,2.5808649328046,9.759740895
23107542,-3.11659132397174,6.22712342303086,0.430204098631749,3.709666417,-7.96657624451305,-0.168900294165104,5.851,3.84074912040755,9.676373653
23107544,-2.88519729472982,6.39170794895923,0.665796677689494,3.580667294,-8.05551732784983,-0.0587912193773918,1.796,3.91697791552809,9.629005228
23107546,-3.4018270240507,6.0238330402911,0.161876876828286,3.671665399,-8.17392519729917,-0.294308582742806,3.259,3.72878040478564,9.242015207
23107574,-2.33576750707547,7.80162239074707,1.25655178780931,3.047659935,-8.81914138793945,0.217310425622836,0.114,1.26143447622609,8.356335999
23107580,-1.40058800436922,6.95463294830165,1.37551730064967,1.572300864,-9.69897000433602,0.272911423779951,0.108,0.5261347591433,10.09045322
23107584,0.233663851223681,7.52028871391091,2.48273498726986,2.123134399,-9.39794000867204,0.790392558346253,0.111,0.299121472220952,10.31592534
23107594,-0.544839394858864,5.09123094033647,1.63497677412775,0.781818182,-6.02872415126189,0.394175186386709,3.808,0.27707581555637,10.35552094
23107602,-1.78079924476997,5.76096676994069,1.81470629343819,1.133516701,-8.3767507096021,0.478175502409567,0.127,1.58609201121852,10.34589769
23107606,0.560325700873967,6.38327217102051,2.53858617435602,1.71728242,-9.0732946395874,0.816495768226851,0.135,0.233758033653368,10.61649024
23107610,-2.64486513025061,6.47377552332713,0.953634071158416,3.483974635,-8.58502665202918,0.0757355523423172,0.102,1.52310397393074,8.652762014
23107614,-2.22989177638096,5.68140169039417,1.36786075112632,2.623224078,-9.04575749056067,0.26933297667606,0.092,1.48646484900257,9.4908134
23107618,-2.69062260590035,6.39091451660921,0.900203213016893,4.049744781,-9.09691001300806,0.0507635333622826,0.113,1.82421937535394,9.542633171
23107622,-1.33870826355132,7.41515270162526,2.20317653962389,2.919295063,-8.56863623584101,0.659735123582408,0.135,2.16437935656764,9.992341165
23107626,-1.59467877600661,6.45982514613302,1.95017590491667,2.547420572,-7.36653154442041,0.54149003313153,2.796,2.05778653267424,9.921854316
23735691,2.98479320466039,6.90058279037476,4.46369504887344,3.751562872,-8.55563449859619,2.22560600736266,0.5,0.642610708051624,11.04257572
23751752,2.0786198958071,5.85052439930295,3.54815098829537,2.796646744,-5.71119205251652,1.75910103566339,1.06,0.17603784510479,11.60170224
23751754,2.07847621155224,5.87951221574276,3.54794228857531,2.757859181,-6.13960209487269,1.75899469511516,0.352,0.175905275479484,11.60163661
23751756,2.0784557840027,5.52830410003662,3.54791262427164,2.777032796,-6.75478219985962,1.75897958000988,0.407,0.175890783752526,11.60162734
23751758,2.0783621539931,6.03079337842259,3.54777600949961,2.793594027,-5.76916804656817,1.75890996952009,1.157,0.175828092744122,11.62988505
23751760,2.07828801591685,5.36705415042639,3.54766737340727,2.845763907,-5.13694493820512,1.75885461524567,0.343,0.175792854925672,11.62985099
23751762,2.0782745629149,6.04538857057365,3.54764765874658,2.788035184,-5.10751582063531,1.75884456986644,0.572,0.175791200833492,11.6298448
23751764,2.07825186644792,5.63582595417349,3.54761454053249,2.843913282,-5.28361264261226,1.75882769486076,0.794,0.17577526732694,11.62983435
23751766,2.07719295518312,4.03353629903094,3.5461104858973,2.828035734,-5.10365569519663,1.7580613210779,0.022,0.17465046842795,11.63422217
23751768,2.07719295518312,5.77683353424072,3.5461104858973,3.267578911,-6.80371379852295,1.7580613210779,0.313,0.174650470507,11.63422217
23751770,2.07718883707002,6.33879398232464,3.5461044836609,3.267578911,-5.91261959075928,1.75805826270718,0.101,0.174650609221216,11.63422023
23751772,2.07718739572096,5.5568733215332,3.5461025940508,3.267578911,-6.76374530792236,1.75805729987766,0.245,0.17464977277782,11.63421984
23751774,2.07718018890497,6.43131351470947,3.54609236778287,3.267578911,-7.12745761871338,1.75805208920059,0.059,0.174646873916824,11.63421635
23751776,2.07717998299415,5.91642548369808,3.54609203431355,2.778788056,-4.97282985612836,1.7580519192846,6.539,0.174646638235716,11.63421635
23751778,2.07519634772061,4.49820082316034,3.5434293605949,2.893105177,-5.57701642079072,1.75669518444117,0.345,0.17248413159275,11.63337896
23751780,2.06482673213352,5.70928986978354,3.53639579155872,2.826700092,-5.32497362007369,1.75311131003789,2.952,0.173942837730744,11.63116647
23751782,2.06175431134637,6.11029960436102,3.53202259430086,2.678288092,-6.43640027111847,1.75088299755049,1.594,0.169830502943612,11.63951291
23751784,-0.238112107313343,6.69649267196655,1.44535195904482,3.907194684,-8.13891315460205,0.687643916483199,0.076,0.87048487959861,9.97440593
23751786,-0.238175947519044,5.61037589532074,1.4452818651952,3.414602289,-4.86659812656558,0.687608200965733,12.261,0.870552984619538,9.97440593
23751788,1.96036501773756,4.33189440007158,3.43909661036388,2.575541989,-5.43405777974326,1.70353362860892,0.075,0.152495317264526,11.69651549
23751790,1.9603262137756,6.11111129163993,3.43909163298451,3.112549805,-6.04517881694821,1.70353109244167,0.208,0.152457886048326,11.6964976
23751794,1.96025102123132,1.58073616027832,3.43892919690194,3.107747001,-6.24866628646851,1.70344832499964,0.045,0.152383792365454,11.70132372
23751796,1.96024859544832,4.78696755182738,3.43892578253201,3.107747001,-5.2566548907429,1.70344658524704,0.468,0.152382604728932,11.70132223
23751798,1.96019630306063,5.68776165142654,3.43884923669325,3.105008239,-5.669444190937,1.70340758219257,0.641,0.152321747442628,11.70129836
23751800,1.96015815799162,5.44256721438382,3.43879317040071,2.68082307,-5.0493479830222,1.70337901425661,1.495,0.15229617521079,11.70128096
23751802,0.571426163362946,4.98139572143555,2.14533006244387,3.569364823,-6.84460639953613,1.04430972796853,0.037,0.399955962057256,10.65257335
23751804,0.571419564997226,5.76066040307362,2.14532167127989,3.141716368,-4.88783756085501,1.04430545234724,6.497,0.399953255050994,10.65257335
23751806,0.520976205249475,4.63396678079381,2.08361655343637,3.307248572,-5.27914638072769,1.01286431751529,0.361,0.346412331730388,10.80266273
23751808,0.444850161789661,5.39599261862844,2.00559958466286,2.804512951,-4.84412370837321,0.973111666190934,3.537,0.323343374972006,10.72465907
23751810,0.365996421696784,4.58100399809096,1.92108324559477,2.552530854,-5.04943070531748,0.930047335305251,0.547,0.29681336488309,10.78493
23751812,-0.818061707898238,4.86242597452408,0.807697350807391,3.051118783,-4.87789376629046,0.362734326892295,6.528,0.433993016697232,10.16502934
23751814,0.321540625460929,4.69792160536956,1.87131718689329,2.454687711,-4.81128801469215,0.904689611077196,0.996,0.279557163893582,10.81790004
23751816,0.238604667371191,4.45045081713108,1.78173455673208,1.295549886,-5.05174356494283,0.859043809694025,0.698,0.263792647265816,10.81339501
23751818,0.203062104308826,4.32701443414208,1.73840316066124,1.312172875,-4.73501698768354,0.836964793981907,0.724,0.251017820172506,10.80461449
23751820,0.0433210228808517,4.83090623786684,1.56868622025933,1.282229688,-4.5762987653768,0.750487474227993,2.06,0.23354806673474,10.77004607
23751822,-0.0223273157985176,5.04045467192315,1.48635962568813,1.338071985,-4.52492037777981,0.708538902522613,4.275,0.217467727941786,10.86020864
23751824,-0.568270188214411,3.7502655606105,0.912854167204204,1.317777211,-3.96187640161016,0.416315776197956,0.725,0.17193348231014,11.26478718
23751826,-0.83287144120156,4.01491038549156,0.648584419803506,1.344671125,-4.19607361552079,0.281660158468775,1.555,0.172458784397284,11.22116115
23751828,-1.24195922889002,3.9333632798007,0.228400358703005,1.206505581,-4.51204152987808,0.0675601910633032,1.963,0.171629191055224,11.31911805
23751830,1.94409851988638,5.74613569722386,3.41575784342372,2.472587978,-5.12833367783256,1.6916416276881,2.704,0.142949704727636,11.73715067
23751832,1.95035571753476,4.83819627761841,3.41523185997315,2.614753974,-5.11411666870117,1.69137361885629,0.398,0.141514298752478,11.73698537
23751834,1.95030263388791,3.59940218925476,3.41515207348046,2.916738795,-6.35316562652588,1.69133296456422,0.11,0.141454775052006,11.73696017
23751836,1.95001145466644,5.37868992554393,3.41514425932589,2.555779495,-5.07444040024029,1.6913289829512,0.607,0.141202678929474,11.73682251
23751838,1.94984184350392,5.25435665768992,3.41445937380416,2.874189912,-5.42731423198374,1.69098000739182,0.505,0.140992658288194,11.73674205
23751840,1.94983162883786,5.326980070357,3.41444402143889,2.424726504,-5.66250080542056,1.6909721847699,0.772,0.140990020389554,11.73673732
23751842,1.94978690233483,4.65648984909058,3.41437658501512,2.874189912,-6.0537486076355,1.69093782331371,0.036,0.140947500656898,11.73671627
23751844,1.94978662623097,5.23494236228431,3.41437613339663,2.397287892,-5.12225442361857,1.69093759319679,2.875,0.140946863053844,12.29571865
23751846,1.94808248701012,4.84861469268799,3.41192446363577,2.338520025,-5.29631328582764,1.68968837299933,1.709,0.138800215404278,11.74080585
23751848,1.94756008660331,3.75295643489278,3.41116517596419,2.289819101,-4.86343479223151,1.68930148667775,0.25,0.138292925873686,11.74056703
23751850,1.94753524757695,3.59912061691284,3.41112862515782,2.289819101,-4.77008390426636,1.68928286263334,0.054,0.138268152662344,11.74055537
23751852,1.94753524757695,4.7603517493038,3.41112862515782,2.304422513,-4.93053541069829,1.68928286263334,2.872,0.138268144096658,12.29571865
23751854,1.94515480623564,4.96148014068604,3.4079878995889,2.355898719,-4.91578769683838,1.68768254195499,2.818,0.136822485328006,11.73470657
23751856,1.9428205896006,5.30895531303537,3.40506613874945,2.332992999,-8.87269496917725,1.68619379224133,2.555,0.135756440382016,11.73378784
23751858,1.94023942161047,1.65490602393481,3.40204700307489,2.538962409,-9.28474044799805,1.68465542629774,1.694,0.13461755525398,11.73769892
23751860,1.93378253586153,2.69098496437073,3.39578133376755,2.326488811,-9.87834548950195,1.68146282639109,1.147,0.13384287752281,11.73572812
23751862,1.93275533561816,4.29634809494019,3.39467344710707,2.342637209,-9.48872184753418,1.68089831545369,2.227,0.133602447531962,11.73538009
23751864,1.93058685464408,3.56546545028687,3.39238740375394,2.359915007,-9.63482856750488,1.67973348829181,1.12,0.133113584704682,11.73466086
23751866,1.92995873029937,3.3400444984436,3.39171481276536,2.416398521,-9.48477649688721,1.67939077727114,0.919,0.132949186736602,11.73931021
23751868,1.92751820213072,4.2273120880127,3.38937451341893,2.380889059,-8.94962692260742,1.67819830459009,0.836,0.132497547885818,11.762246
23751870,1.92583072498961,3.37403726577759,3.3878256285884,2.335566581,-9.2490291595459,1.67740908809568,1,0.132323796937084,11.76175862
23751872,1.92264249400422,7.73346362345653,3.38499074794578,2.316051819,-7.35261702988538,1.67596460718911,0.695,0.132078885429218,11.76086704
23751874,1.92158238472173,5.75720167160034,3.38395846217582,2.377338863,-8.28382587432861,1.67543861781949,0.361,0.131884890022176,11.7605424
23751876,1.92089505883451,6.69295072555542,3.38330453635704,2.39113287,-7.89956617355347,1.67510541742076,0.447,0.131792761495336,11.76033685
23751878,1.92085462872477,5.77284049987793,3.38326135909153,2.348664968,-8.12399864196777,1.67508341694096,0.512,0.131746801683388,11.76032272
23751880,1.92189796596668,5.93175797348009,3.38253203382291,2.342424087,-5.24552170123332,1.67471179761821,2.923,0.131696289500398,11.76009363
23751882,1.93886881666178,4.43155061326026,3.38080370366585,2.817113497,-5.07517302115877,1.67383114681592,0.172,0.13688665745163,11.75468927
